smiles,LogS
NC1=NC2=C(N=C[N]2C3OC(CO)C(O)C3O)C(=O)N1,-2.74
CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2,-4.11
CCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-2.95
CC(=O)NC1=NC2=C(C=N1)N=C[N]2COCCOC(C)=O,-0.73
CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)[N]2C=NC=N2,-4.05
CCN(CC)C(=O)NC1=CC(=C(OCC(O)CNC(C)(C)C)C=C1)C(C)=O,-1.9
CC1=C(F)C(=C(COC(=O)C2C(\C=C(Cl)\C(F)(F)F)C2(C)C)C(=C1F)F)F,-7.32
CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-1.87
ClC1=CC(=C(OC2=CC=C(Cl)C=C2Cl)C=C1)Cl,-6.82
FC1=CNC(=O)N(COC(=O)OC2=CC=CC=C2)C1=O,-2.45
CCCCOC(=O)C1(O)C2=CC=CC=C2C3=C1C=CC=C3,-3.89
CCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-3.68
CCCCCCC(=O)N(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C,-3.68
OC(=O)C1=C2C=CC=CC2=CC3=CC=CC=C13,-3.42
CCCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-3.59
CCOC(=O)CN1C(=O)SC2=CC=CC(=C12)Cl,-3.76
CC(=O)OC[N]1C=C2C(=O)N(COC(C)=O)C=NC2=N1,-1.99
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-2.55
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(N)=O,-3.93
CO[P](=O)(OC)SCN1C(=O)OC2=CC(=CN=C12)Cl,-2.47
OC1=C2OC3C(=O)CCC4(O)C5CC(=C2C34CCN5CC=C)C=C1,-3.39
CC(=O)OC1=CC=CC=C1C(=O)OCN2C(=O)CCC2=O,-2.77
CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2,-4.52
CC(C(O)=O)C1=CC=C(C=C1)N2CC3=C(C=CC=C3)C2=O,-4.72
CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,-5.62
CC(=O)NC1=NC2=C(N=C[N]2COCCOC(C)=O)C(=O)N1,-2.14
ClC1=CC=C(Cl)C(=C1)C2=C(Cl)C(=CC=C2Cl)Cl,-7.19
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,-5.41
COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,-4.11
CNC(=O)C(=N\OC)/C1=C(OC2=CC=CC=C2)C=CC=C1,-3.35
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C=C1Cl,-7.67
OC(=O)C(=C)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2Cl,-3.2
CCN(CC)C(=O)CCC(=O)OC[N]1N=CC2=C1N=CNC2=O,-0.99
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)C,-4.9
CN1CCC(CC1)=C2C3=C(C=CC=C3)C=CC4=C2C=CC=C4,-5.9
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1,-5.59
CO[P](=O)(OC)OC(=C\Cl)/C1=C(Cl)C=C(Cl)C(=C1)Cl,-4.52
CO/N=C(C(=O)OC)/C1=C(COC2=C(C)C=CC=C2)C=CC=C1,-5.19
CCN1C=C(C(=O)OCOC(C)=O)C(=O)C2=C1N=C(C)C=C2,-2.49
CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(O)=O,-3.15
COC1=CC=CC(=N1)N(C)C(=S)OC2=CC(=CC=C2)C(C)(C)C,-6.01
O=C1NC=NC2=C1C=N[N]2COC(=O)C3=CC=CC=C3,-4.05
CCCC(=O)OC[N]1C=C2C(=O)N(COC(=O)CCC)C=NC2=N1,-3.55
ClC1=CC(=C(C=C1)C2=C(Cl)C(=C(Cl)C=C2Cl)Cl)Cl,-7.47
CCN1C=C(C(=O)OCOC(=O)CC)C(=O)C2=C1N=C(C)C=C2,-2.83
CCO[P](=S)(OCC)OC1=CC=C(C=C1)[S](C)(=O)=O,-3.58
CCN(CC)C(=O)COC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-4.46
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CCO,-3.39
CO[P](=S)(OC)SCC(=O)N(C(C)C)C1=CC=C(Cl)C=C1,-4.43
CC(C)(C)C(=O)OC[N]1C=C2C(=O)N(COC(=O)C(C)(C)C)C=NC2=N1,-3.91
ClC1=CC(=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl)Cl,-8.72
CCO[P](=S)(OCC)OC1=NC2=C(C=CC=C2)N=C1,-4.13
CC(C)(C)C1=NN(C(=O)O1)C2=C(Cl)C=C(Cl)C(=C2)OCC#C,-5.96
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,-8.78
ClC1=CC(=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=C1Cl)Cl,-8.36
CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,-4.19
CC(C)(C)C(=O)OCN1C=NC2=C(C=N[N]2COC(=O)C(C)(C)C)C1=O,-4.26
ClC1=C(Cl)C(=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=C1)Cl,-8.31
COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-3.11
ClC1=C(Cl)C(=C(OC2=CC=C(Cl)C(=C2Cl)Cl)C=C1)Cl,-8.14
CCCC(=O)OCOC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O,-2.95
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,-8.44
ClC1=CC(=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl,-8.04
CN(C)C(=O)NC1=CC(=C(C=C1)N2N=C(OC2=O)C(C)(C)C)Cl,-4.33
CCN1C=C(C(=O)OCOC(=O)C(C)C)C(=O)C2=C1N=C(C)C=C2,-3.02
ClC1=CC(=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C(=C1)Cl)Cl,-8.1
FC(F)(F)OC1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1,-7.16
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1,-8.94
CC(OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C,-5.15
COC1=C(CN(C(=O)CCl)C2=C(C)C=CC=C2C)SC=C1,-4.47
CN1C(=O)C(O)N=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,-2.7
CCOC(=O)C1=C(C)NC(=C(C1C2=CC=CC(=C2Cl)Cl)C(=O)OC)C,-6.56
CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C,-5.63
CN1CCN(CC1)C2=NC3=C(NC4=C2C=CC=C4)C=CC(=C3)Cl,-4.64
CCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-2.92
COC(=O)C1=C(CC(C)C)C(=C(N=C1C(F)F)C(F)(F)F)C2=NCCS2,-5.2
CCO[P](=S)(OC1=CC=C(C=C1)C#N)C2=CC=CC=C2,-5.7
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(CCO)CCO,-2.96
ClC1=CC2=C(C=C1)N(CC3CC3)C(=O)CN=C2C4=CC=CC=C4,-4.91
COC(=O)C(C)N(C(=O)C1=CC=CC=C1)C2=CC=C(F)C(=C2)Cl,-3.98
CCN(CC)C(=O)COC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O,-1.43
CN(C(=O)COC1=NC2=C(S1)C=CC=C2)C3=CC=CC=C3,-4.87
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O,-3.78
CCCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-3.52
OC1=C(C2CCCC3=CC=CC=C23)C(=O)OC4=CC=CC=C14,-4.86
ClC1=CC2=C(OC3=C(O2)C(=CC(=C3)Cl)Cl)C(=C1)Cl,-9.0
ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,-9.5
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1Cl,-9.46
ClC1=C(Cl)C=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1)Cl,-9.05
ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1Cl)Cl,-9.09
ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,-8.89
CC(C)COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-4.17
ClC1=CC=C(C=C1)[S](=O)(=O)C2=C(Cl)C=C(Cl)C(=C2)Cl,-6.66
CC(C)OC(=O)C(C)N(C(=O)C1=CC=CC=C1)C2=CC=C(F)C(=C2)Cl,-4.31
CCO[P](=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,-4.52
CC(C)(C)C(O)C(OC1=CC=C(C=C1)C2=CC=CC=C2)[N]3C=NC=N3,-4.83
OC(C1=CC=CC=C1)C2=C(NC(=O)C3=CC=NC=C3)C=CC(=C2)Cl,-5.53
CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)C2=CC=CC=C2,-3.53
CO[P](=O)(OC1=C(Cl)C=C(Br)C(=C1)Cl)C2=CC=CC=C2,-4.99
ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl,-10.1
ClC1=C(Cl)C(=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1)Cl,-10.6
ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,-10.1
CO\N=C(C)/C1=CC=CC(=C1C(=O)OC)OC2=NC(=CC(=N2)OC)OC,-3.31
COC1=CC2=C([NH]C(=N2)[S](=O)CC3=C(C)C(=C(C)C=N3)OC)C=C1,-4.28
CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1,-5.97
[NH]1C2=C(C=CC3=C2C=CC=C3)C4=C1C5=C(C=CC=C5)C=C4,-7.41
NC1=NC2=C(N=C[N]2COCCOC(=O)C3=CC=C(CN4CCOCC4)C=C3)C(=O)N1,-2.75
FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,-5.82
CC1COC(C[N]2C=NC=N2)(O1)C3=C(Cl)C=C(OC4=CC=C(Cl)C=C4)C=C3,-4.91
O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3,-6.33
C[N]1N=C(C)C(=C1OCC(=O)C2=CC=CC=C2)C(=O)C3=CC=C(Cl)C=C3Cl,-2.65
CCOC(=O)C1=C([N](C)N=C1)[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,-4.46
FC1=CC2=C(C=C1)N=C([N]3C=NC=N3)N(C2=O)C4=C(Cl)C=C(Cl)C=C4,-5.58
CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)N=C2C=C1NC5=CC=C(Cl)C=C5,-6.24
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C(=C1C5(C)C)C,-6.33
CC(=C)C(C)=C,-2.4
C1CCCNCC1,-0.49
CCC(C)(O)C#C,0.0
CC(C)(C)C(C)(C)C,-4.87
NC(CO)(CO)CO,0.66
OCC(CO)(CO)CO,-0.28
NC(=O)CC#N,0.19
CCC(C)(N)C(O)=O,0.38
CC1(C)C2CCC(C2)C1=C,-4.47
CCC(CO)NCCNC(CC)CO,0.57
I\C=C\I,-3.22
CC(\C=N\O)=N/O,-0.35
FC(F)(Cl)C(Cl)(Cl)Cl,-3.31
CCCC(N)C(O)=O,-0.11
CCCCCCCCCCCCCCCCCC,-7.63
CCCCCCCCCCCCCCCCCO,-7.51
CCCCCCCCCCCCCCCCCCO,-8.39
C\C(Br)=C\C(O)=O,-0.6
CCCCCCCCCCCCCCCCCCCC,-8.17
CC(C(O)=O)C(O)=O,0.76
CCC(Br)(CC)C(N)=O,-1.44
CC(=N\O)\C(C)=N\O,-2.16
NC(=O)NCC(O)=O,-0.59
CCCCCCCCCCCCC(O)=O,-3.81
CCC(C(O)=O)C(O)=O,0.73
CC(CC(O)=O)C(O)=O,0.48
C\C(I)=C\C(O)=O,-1.16
NCC(=O)NCC(O)=O,0.1
CC(CCC(O)=O)CC(O)=O,0.09
CC1(C)CC(=O)CC(=O)C1,-1.53
CCCC(C(O)=O)C(O)=O,0.68
OC(=O)CCCCCCCCCCBr,-3.7
IC(I)I,-3.6
OC1CC(=CC(O)C1O)C(O)=O,0.01
CC12C3CCC(O3)C1(C)C(=O)OC2=O,-3.82
CCCCC(C(O)=O)C(O)=O,0.44
CCCCCCCCCCCCCCCCC(O)=O,-4.69
OC(=O)CC(Cl)C(O)=O,0.07
OC(=O)\C=C\C=C\C(O)=O,-2.85
OC(C(O)=O)C(Cl)(Cl)Cl,0.36
NCC[S](O)(=O)=O,-0.19
OC(=O)CCCCCCCCC(O)=O,-2.31
CC(=O)OC1CC2CCC1(C)C2(C)C,-3.93
NC(CCCC(O)=O)C(O)=O,-1.87
O=C1NC=NC=C1,0.59
O=C1NC=CC=N1,0.68
O=C1CCCCCCCCCCCCCCO1,-5.34
ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,-2.99
NC1CONC1=O,-0.01
OC(=O)CCCCCCCCCCC(O)=O,-3.76
OC(=O)/C(S)=C/C1CCCCC1,-2.67
OC(=O)C1CCC(=CC1)C(O)=O,-2.93
OC(=O)CCCCCCCCCCCC(O)=O,-3.79
CC1=CC=CC=C1CO,-1.09
CCO[P](=O)(OCC)N=C1SCCS1,-2.59
OC(=O)C1CCCCC1C(O)=O,-1.94
NC1=NC(=CC=C1)N,-0.08
NC1=CC=CN=C1N,-1.75
OC1=CC(=O)NC=C1,-1.25
OC1=CC(=NC=N1)O,-1.65
CCCCCCCCCCCCCCCCCC(=O)OC=C,-6.15
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.48
ClCC[S](=O)(=O)CCCl,-1.5
CC1=CC(=C(N)C=C1C)C,-1.95
CC1=CC=C(O1)C(O)=O,-0.82
CC1=CNC(=O)N=C1N,-1.44
CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,-1.92
NC1=NC(=O)NC=C1F,-0.94
OC(=O)/C=C/C1=CC=CO1,-1.84
OCC(O)C(O)C(O)C(=O)CO,0.32
CNC(=O)O\N=C(CSC)/C(C)(C)C,-1.62
NC1=CNC(=O)NC1=O,-2.41
CN(C)C(CSC(N)=O)CSC(N)=O,-0.07
O=CC(=O)C1=CC=CC=C1,-0.74
O=CC1=CC=C(C=O)C=C1,-2.83
OC(=O)C1=CC=C(Cl)O1,-1.69
NC1=NC(=NC(=O)N1)N,-3.23
O=CC1=CC=CC=C1C=O,-1.34
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,-2.74
OC(=O)CCCC1=CC=CC=C1,-1.78
O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-2.98
NCCC1=CC(=C(O)C=C1)O,0.12
CCC(C)(C)C1=CC=C(O)C=C1,-2.99
CCCC1(CC)C(=O)NC(=S)NC1=O,-2.8
CC12CCC3C(CCC4CC(=O)CCC34C)C1CC=C2,-6.07
CCCCC1(CC=C)C(=O)NC(=O)NC1=O,-2.17
CC1=C(C)C=C(C=C1)C(O)=O,-3.16
CC1=CC(=C(C=C1)C(O)=O)C,-2.97
CC1=CC(=C(C)C=C1)C(O)=O,-2.92
CNC(=O)C1=CC=C(N)C=C1,-1.24
OC1=CC=C(C=C1)N=C=S,-2.67
CCCCC1(CC)C(=O)NC(=S)NC1=O,-3.14
OC1=CC=CC(=C1)N=C=S,-1.99
CC1=C(OCC(O)CO)C=CC=C1,-1.19
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O,-3.02
CC1C(=O)NC(=O)NC1=O,-1.13
CC1NC(=O)C(C)NC1=O,-0.75
CC(C)C1=C(Br)C=CC=C1,-4.19
OC(=O)C(=O)C1=CC=CC=C1,-0.37
OC(=O)C1=CC(=CC=C1)C#N,-2.63
CC(C)C1=CC=C(C=C1)C(O)=O,-3.04
CNC(=O)NC(=O)C(C)(C(=O)OC)C1=CCCCC1,-2.68
CCCCCC1(CC)C(=O)NC(=S)NC1=O,-3.71
OCNC(=S)C1=CC=CC=C1,-1.14
CCCCCC1=C(O)C=C(O)C=C1,-1.96
OC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-1.6
CC1=CC=CC(=C1O)C(O)=O,-2.04
CC1=CC=CC(=C1C(O)=O)O,-2.04
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2,0.1
CNC(=O)C(C)SCCS[P](=O)(OC)OC,0.54
OC(=O)C1=C(Br)C=CO1,-1.17
CN(C)C1=C(C)N=C(Cl)N=C1,-1.26
CCCCCCC1(CC)C(=O)NC(=S)NC1=O,-4.08
O=C1NC(=O)C2(CCCCCCCCC2)C(=O)N1,-4.59
CC12CCC3C(CC=C4CC(CCC34C)OC=O)C1CCC2=O,-4.41
OC(=O)C1=CC=C(O)C=C1O,-1.41
CC(C)CC1NC(=O)CNC1=O,-1.25
O[S](=O)(=O)C1=NC=C[NH]1,-0.3
OC(=O)/C=C/C=C/C1=CC=CC=C1,-3.64
CC12CCC(=O)CC1CCC3C4CCC(OC=O)C4(C)CCC23,-5.32
CCOC1=CC=C(C=C1)N=C=S,-4.26
CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,-2.42
COC1=CC=C(C=C1)C(=O)NCO,-1.22
COC(=O)C1=CC=C(C=C1)N(C)C,-3.3
OC(=O)/C=C(Cl)/C1=CC=CC=C1,-2.77
COC1=CC=CC(=C1)C(=O)NCO,-1.29
CC1=C(CCC(O)=O)C(=O)NC1=O,-0.67
OC1=C(Br)C=C(C=O)C=C1,-2.18
CCCCCCC1=CC=C(C=C1)C(O)=O,-3.65
CCOC1=C(OC)C=C(C=O)C=C1,-2.19
CC1=NC2=C([NH]1)C=NC=N2,-0.41
BrC1=CC=C(C=C1)N=C=S,-4.27
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,-3.67
CC1=NC=NC2=C1N=C[NH]2,0.17
OC(=O)C1=CN=C(C=C1)C(O)=O,-2.13
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC=O,-4.93
CC(=O)C1=CC=C(C=C1)N=C=S,-4.02
NC1=NC2=C(C=N1)N=C[NH]2,-1.21
NC1=NC2=C([NH]1)N=CN=C2,-2.43
OC(=O)/C(S)=C/C1=CC=CC=C1,-2.96
OC(=O)C(S)CC1=CC=CC=C1,-1.56
OC(=O)C1=CC(=CN=C1)C(O)=O,-2.22
OC(=O)C1=CC(=NC=C1)C(O)=O,-1.83
O=C1NC2=C(C=N1)N=C[NH]2,-1.72
O=C1NC2=C(N1)N=CN=C2,-1.52
OC(=O)CCCOC1=CC=C(Cl)C=C1,-3.29
OC(=O)C1=CC=CN=C1C(O)=O,-1.48
O=C(NCN1CCCCC1)C2=CC=CC=C2,-2.15
CC(=O)OC1=CC=C(C=C1)C(C)=O,-1.52
CNC1=NC(=NC(=N1)Cl)NC(C)C,-2.89
COC1=CC(=C(OC)C=C1Cl)Cl,-4.41
CC(=O)OC1=CC=C(C=C1)C(N)=O,-1.64
CC(=O)N1C=C(F)C(=O)NC1=O,-0.6
CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-7.34
CC(=O)N1C(=O)NC=C(F)C1=O,-0.6
CC(CCC(O)=O)C1CCC2C3C(O)CC4CCCCC4(C)C3CCC12C,-6.46
NC(=S)C1=C(Cl)C=CC=C1Cl,-2.34
CC(=O)OC(OC(C)=O)C(OC(C)=O)OC(C)=O,-4.52
S=C=NC1=CC=CC(=C1)N=C=S,-4.7
OC1=CC=CC(=C1)NN=C(C#N)C#N,-2.95
COC1=NC2=C([NH]C=N2)C=N1,-1.48
CCC1=CC(=CC(=C1)OC(=O)NC)CC,-3.32
NC(CSSCC(N)C(O)=O)C(O)=O,-3.6
CCOC(=O)C1=CC(=C(O)C=C1)OC,-1.72
CC(=O)NC1=CC=CC(=C1)N=C=S,-3.53
COC1=NC=NC2=C1[NH]C=N2,-1.53
CC(OC1=CC=CC=C1Cl)C(O)=O,-2.22
OCC1=NC2=C([NH]1)C=NC=N2,-1.52
COC(=O)C1=CC=C(NC(C)=O)C=C1,-1.9
CC1=NC2=C(C=NC=N2)N=C1,-0.01
CC(CCC(O)=O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,-4.89
CC(C)NC1=NC(=NC(=O)N1)NC(C)C,-2.81
ClC1=CC=C(NN=C(C#N)C#N)C=C1,-4.36
NC1=CC=CC(=C1)[S](O)(=O)=O,-1.48
CC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,-5.35
OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,-0.18
OC(=O)C1=CC=C(O)C(=C1)C(O)=O,-1.78
COC(=O)C1=CC=C(OC(C)=O)C=C1,-2.5
CCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.69
NC1=NC2=C(C=NC=N2)N=C1,-2.31
NC1=NC2=C(N=CN=C2)N=C1,-2.34
NC1=NC2=C(C=N1)N=CC=N2,-2.3
CCCC(=O)NNC(=O)C1=CC=NC=C1,-0.32
CC(=O)OC1=CC=C(NC(N)=O)C=C1,-2.49
OC(=O)C1=C(O)C(=CC=C1)C(O)=O,-2.11
CCCC(C)(C)C(=O)NC1=CC=C(Cl)C=C1,-4.02
NC1=NC2=C(N=C[NH]2)C(=N1)N,-1.8
CCNC1=NC(=NC(=O)N1)N(CC)CC,-3.64
IC1=CC=CC(=C1)N=C=S,-4.68
NC1=NC=NC2=C1N=CC=N2,-2.31
O=C1NC2=C(C=NC=N2)N=C1,-2.12
O=C1NC2=C(N=CN=C2)N=C1,-2.71
CC(OC(=O)NC1=CC(=CC=C1)Cl)C#C,-2.62
O=C1NC2=C(C=N1)N=CC=N2,-2.0
OC(=O)C1=CC=CC(=C1C(O)=O)O,-2.11
CCOC(=O)C1=CC=C(C=C1)N=C=S,-4.05
CCCNC1=NC(=NC(=N1)Cl)NC(C)C,-3.74
NC1=NC(=O)NC2=C1N=C[NH]2,-3.38
O=C1NC2=C(N1)C=NC(=O)N2,-3.6
O=C1NC=NC2=C1N=CC=N2,-1.47
CC(C#C)N(C(=O)CCl)C1=CC=CC=C1,-2.65
OC(=O)C1=C(Cl)C=C(Cl)C(=C1)Cl,-2.45
C1=CC=C(N=C1)C2=CN=CC=C2,-0.59
OC(=O)COC1=CC(=CC(=C1)Cl)Cl,-2.36
O=C1NC2=C(N1)C(=O)NC=N2,-2.96
CN(C)C(=O)CCCOC(=O)C1=CC=CC=C1,-1.23
CC(=O)OC(C(O)=O)C1=CC=CC=C1,-1.23
OC(=O)COC1=C(Cl)C=CC(=C1)Cl,-2.62
OC(=O)COC1=C(Cl)C(=CC=C1)Cl,-2.81
OC(=O)C1=CC(=O)C=C(O1)C(O)=O,-1.11
OC(=O)COC1=C(Cl)C=CC=C1Cl,-2.15
CN(C)C1=NC=NC2=C1N=C[NH]2,-1.3
CCCCC(=O)NNC(=O)C1=CC=NC=C1,-1.01
CCNC(=O)CS[P](=S)(OC)OC,-1.46
CCCC(=O)N1C(=O)NC=C(F)C1=O,-1.28
CCC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.72
CC1=CC=C(C=C1)[S](=O)(=O)NN,-1.48
CCC(=O)NC1=NC(=C(Cl)S1)C,-3.06
ClC1=NC2=C(C=NC=N2)N=C1,-0.88
ClC1=NC2=C(C=N1)N=CC=N2,-0.71
CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,-5.91
CCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.76
CNC(=S)N(C)C1=C(C)C=C(Cl)C=C1,-3.66
CNC1=NC2=C(C=N1)N=CC=N2,-1.71
COC(=O)OC1=CC=C(NC(C)=O)C=C1,-1.69
CC1=C(C=C(N)C=C1)[S](O)(=O)=O,-1.62
CCCOC(=O)C1=CC=C(NC(C)=O)C=C1,-3.29
CCC(=O)OCN1C(=O)NC=C(F)C1=O,-0.77
COC1=NC2=C(C=NC=N2)N=C1,-0.91
CC1=CC(=C(N)C=C1)[S](O)(=O)=O,-1.57
CCCCCC(=O)NNC(=O)C1=CC=NC=C1,-1.24
CNC(=O)OC1=CC(=C(N(C)C)C(=C1)C)C,-3.35
COC(=O)C(N)CC1=CC(=C(O)C=C1)O,0.48
CC1=NC2=C(N=CN=C2)N=C1C,-0.46
S=C1NC2=C(C=NC=N2)N=C1,-2.71
CCCNC(=O)N1C=C(F)C(=O)NC1=O,-1.83
CCCCC(=O)N1C(=O)NC=C(F)C1=O,-2.3
OCC1OC(C(O)C1O)N2C=CC(=O)CC2=O,-0.77
CCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.83
CN1C(=O)C=NC2=C1N=CN=C2,-0.92
CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.28
CN1C=NC2=C(N=CC=N2)C1=O,-1.07
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.3
NC1=NC2=C(N=C[NH]2)C(=S)N1,-3.31
CCOC(=O)OCOC1=CC=C(NC(C)=O)C=C1,-2.43
CC(C)(C)C(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,-7.16
NNC1=NC=NC2=NC=CN=C12,-1.86
CC(C)(C)C(=O)OC1=C(C=CC=C1)C(O)=O,-3.01
CCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-2.1
ClC1=C(Cl)C2(Cl)C3CO[S](=O)(=O)OCC3C1(Cl)C2(Cl)Cl,-5.95
NC1=NC2=C([NH]1)N=C(N)N=C2N,-1.52
CC1=NC2=C(N=C1)C(=O)NC=N2,-1.56
CCCCOC(=O)C1=CC=C(NC(C)=O)C=C1,-3.46
CCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.35
CC1=NC2=C(N=CNC2=O)N=C1,-1.65
NC1=NC2=C(N=CC=N2)C(=N1)N,-2.69
CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.93
CCCC(=O)OCN1C(=O)NC=C(F)C1=O,-1.13
CC(=O)C1=CC=C(NN=C(C#N)C#N)C=C1,-2.71
NC1=NC(=O)NC2=C1N=CC=N2,-3.36
CC(C)N1C(=O)NC(=C(Br)C1=O)C,-2.06
