Entry_ID,InChIKey,SMILES,Solubility,Source,smiles_canon
6629,NZZWSEZHSXKDLZ-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccc(c(c1)C)C)COc1cc(C)ccc1C(C)C.Cl.Cl,-5.886297436,Data3,Cc1ccc(C(C)C)c(OCC(O)CN2CCN(c3ccc(C)c(C)c3)CC2)c1.Cl.Cl
6630,XQRUOHZMMIUQSB-UHFFFAOYSA-N,[O-]S(=O)(=O)C.CN1CC[NH+](CC1)C1Cc2ccccc2Sc2c1cc(Cl)cc2,-5.88176102,Data3,CN1CC[NH+](C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.CS(=O)(=O)[O-]
6631,XULACPAEUUWKFX-UHFFFAOYSA-N,Clc1cc(c2cc(Cl)cc(c2O)[N+](=O)[O-])c(c(c1)[N+](=O)[O-])O,-5.880778368,Data3,O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O
6632,UREZNYTWGJKWBI-UHFFFAOYSA-M,CC(CC(c1ccc(cc1)OCCOCC[N+](Cc1ccccc1)(C)C)(C)C)(C)C.[Cl-],-5.879555444,Data3,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]
6633,WZBSJWUNLSNPMJ-UHFFFAOYSA-N,CC[NH+](CCCOC(=O)C1c2ccccc2c2c1cccc2)CC.[Cl-],-5.879481009,Data3,CC[NH+](CC)CCCOC(=O)C1c2ccccc2-c2ccccc21.[Cl-]
6634,NWZBFJYXRGSRGD-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],-5.877445973,Data3,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
6635,JWEWVPITHISXGZ-BTJKTKAUSA-N,CC(NCC1COC2(O1)c1ccccc1C=Cc1c2cccc1)C.OC(=O)/C=C\C(=O)O,-5.870854821,Data3,CC(C)NCC1COC2(O1)c1ccccc1C=Cc1ccccc12.O=C(O)C=CC(=O)O
6636,QVPASGIYEYGKJR-LAGKVDDESA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CCC(c1ccccc1)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,-5.869431735,Data3,CCC(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1.O=C(O)C(O)C(O)C(=O)O
6637,RXZUBOUSPZRJLZ-UHFFFAOYSA-N,C[NH+](CCOC(c1ccccc1)c1ccc(cc1)C1CCCCC1)C.[Cl-],-5.866967245,Data3,C[NH+](C)CCOC(c1ccccc1)c1ccc(C2CCCCC2)cc1.[Cl-]
6638,XEMGXBYFCSCENA-NMMAEDQESA-N,COc1cc2c(cc1Br)C[C@H]1[C@@H]3[C@]2(CCCC3)CCN1C.Br,-5.866052747,Data3,Br.COc1cc2c(cc1Br)CC1C3CCCCC23CCN1C
6639,DWYCPPAVBIZSHC-UHFFFAOYSA-N,CCCC[NH+](CCCC1(c2ccccc2)C(=O)Oc2c1cccc2)CCCC.[Cl-],-5.86551237,Data3,CCCC[NH+](CCCC)CCCC1(c2ccccc2)C(=O)Oc2ccccc21.[Cl-]
6640,WFJKULNGRMDNJG-FJZULJNHSA-N,CC[NH+](CCO/[NH+]=C(/c1nccc2c1cc(OC)c(c2)OC)\c1ccc(c(c1)OC)OC)CC.[Cl-].[Cl-],-5.855986251,Data3,CC[NH+](CC)CCO[NH+]=C(c1ccc(OC)c(OC)c1)c1nccc2cc(OC)c(OC)cc12.[Cl-].[Cl-]
6641,QIFFMXMEBPAKMS-BTJKTKAUSA-N,CN1CCC(CC1)OC1c2ccccc2CCc2c1cccc2.OC(=O)/C=C\C(=O)O,-5.854540937,Data3,CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1.O=C(O)C=CC(=O)O
6642,AFCLFDKFCDBXOH-UHFFFAOYSA-N,Fc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1F.Cl.Cl,-5.853836165,Data3,Cl.Cl.Fc1ccccc1CNCC1CCC(CNCc2ccccc2F)CC1
6643,GHOXUIXRTCVANK-UHFFFAOYSA-N,O=C(Nc1ccc(cc1Sc1ccc(cc1)Cl)Cl)CCN1CCCC1,-5.852679983,Data3,O=C(CCN1CCCC1)Nc1ccc(Cl)cc1Sc1ccc(Cl)cc1
6644,LWUYTXFIYUOZGE-UHFFFAOYSA-N,Clc1ccccc1CNC1CCC(CC1)NCc1ccccc1Cl.CC(=O)O.CC(=O)O,-5.852463814,Data3,CC(=O)O.CC(=O)O.Clc1ccccc1CNC1CCC(NCc2ccccc2Cl)CC1
6645,UMFDOKHYNFURFT-LEEZJRHMSA-N,COc1ccc2c(c1)Sc1c(/C/2=C\CCN2CCN(CC2)C)cccc1.Cl.Cl,-5.849806998,Data3,COc1ccc2c(c1)Sc1ccccc1C2=CCCN1CCN(C)CC1.Cl.Cl
6646,QPOFIDVRLWJICD-UHFFFAOYSA-N,OC(=O)C(O)C.CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,-5.849012807,Data3,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1.CC(O)C(=O)O
6647,BUYJXXRXCHMFDZ-UHFFFAOYSA-N,COc1cc2Sc3ccc(cc3N(c2cc1O)CCCN(C)C)Cl,-5.847829821,Data3,COc1cc2c(cc1O)N(CCCN(C)C)c1cc(Cl)ccc1S2
6648,LGLLXTFYYXSARU-GFOWMXPYSA-N,ClCCN(c1ccc(cc1)CC(C(=O)N[C@@H](C(=O)OCC)C(C)C)NC(=O)C)CCCl,-5.846861963,Data3,CCOC(=O)C(NC(=O)C(Cc1ccc(N(CCCl)CCCl)cc1)NC(C)=O)C(C)C
6649,AURYFRZDONQWIG-UHFFFAOYSA-N,C[NH+](CCn1c2ccc(cc2[nH]c2c(c1=O)cccc2)Cl)C.[Cl-],-5.846158381,Data3,C[NH+](C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21.[Cl-]
6650,GJTSLVYVRWSGKK-UHFFFAOYSA-N,Clc1ccc2c(c1)n(CC[NH+]1CCCC1)c1c2cccc1.[Cl-],-5.844156048,Data3,Clc1ccc2c3ccccc3n(CC[NH+]3CCCC3)c2c1.[Cl-]
6651,XBQZDVPAJGHARN-CEFNGPBASA-N,Clc1ccc2c(c1)/C(=C/CCN1CCNCC1)/c1c(S2)cccc1.Cl.Cl,-5.843713991,Data3,Cl.Cl.Clc1ccc2c(c1)C(=CCCN1CCNCC1)c1ccccc1S2
6652,QAGGLICGAXHMIZ-BTJKTKAUSA-N,OC(=O)/C=C\C(=O)O.CCCCNCC1COC2(O1)c1ccccc1OCc1c2cccc1,-5.843581865,Data3,CCCCNCC1COC2(O1)c1ccccc1COc1ccccc12.O=C(O)C=CC(=O)O
6653,SSHUEVNEGPWTJB-UHFFFAOYSA-N,Nc1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-5.842595707,Data3,Nc1ccnc(N2CCN(CCC(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)n1
6654,SNUOZYUMIBOGNS-UHFFFAOYSA-N,CN(CCN1c2ccccc2N=C(c2c1ccc(c2)Cl)c1ccccc1)C,-5.841875049,Data3,CN(C)CCN1c2ccccc2N=C(c2ccccc2)c2cc(Cl)ccc21
6655,PXDBZSCGSQSKST-UHFFFAOYSA-N,CCOc1ccc(cc1)Cc1nc2c(n1CCN(CC)CC)ccc(c2)[N+](=O)[O-],-5.833086544,Data3,CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1
6656,YGIILZUAYFBBMZ-UHFFFAOYSA-N,ClCCSCC[NH+](c1ccccc1)CCSCCCl.[Cl-],-5.824844844,Data3,ClCCSCC[NH+](CCSCCCl)c1ccccc1.[Cl-]
6657,MKXYHEQCWDIQHQ-PSXQHBSSSA-N,COc1cc(ccc1OC)/C(=[NH+]\OCC(=O)N(c1ccccc1)CC[NH+]1CCOCC1)/c1nccc2c1cc(OC)c(c2)OC.[Cl-].[Cl-],-5.824508111,Data3,COc1ccc(C(=[NH+]OCC(=O)N(CC[NH+]2CCOCC2)c2ccccc2)c2nccc3cc(OC)c(OC)cc23)cc1OC.[Cl-].[Cl-]
6658,LCCVYZLUEHOBDC-UHFFFAOYSA-N,COC(=O)c1ccccc1Nc1cccc(c1C)C,-5.823880959,Data3,COC(=O)c1ccccc1Nc1cccc(C)c1C
6659,QMQFFHSJUJDRPG-UHFFFAOYSA-N,OC(=O)c1c(I)cc(c(c1I)N)I,-5.820681744,Data3,Nc1c(I)cc(I)c(C(=O)O)c1I
6660,AHVIRXLYZVRAIR-UHFFFAOYSA-N,COc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1OC.Cl.Cl,-5.820234824,Data3,COc1ccccc1CNCC1CCC(CNCc2ccccc2OC)CC1.Cl.Cl
6661,LVNOZUPADRTWMK-UHFFFAOYSA-N,CC[NH+](CCOC(=O)CC1c2ccccc2c2c1cccc2)CC.[Cl-],-5.816602274,Data3,CC[NH+](CC)CCOC(=O)CC1c2ccccc2-c2ccccc21.[Cl-]
6662,HDLBXIMVKQPNNL-UHFFFAOYSA-N,CC[NH+](C(COC(=O)C1c2ccccc2c2c1cccc2)C)CC.[Cl-],-5.816602274,Data3,CC[NH+](CC)C(C)COC(=O)C1c2ccccc2-c2ccccc21.[Cl-]
6663,AFVPBHIGQFTYLE-UHFFFAOYSA-N,CN(Cc1ccccc1)CC1CCC(CC1)CN(Cc1ccccc1)C.Cl.Cl,-5.815914266,Data3,CN(Cc1ccccc1)CC1CCC(CN(C)Cc2ccccc2)CC1.Cl.Cl
6664,BAINIUMDFURPJM-UHFFFAOYSA-N,O=c1[nH]c2c(n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)cccc2,-5.810177136,Data3,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
6665,CYJIYXOBSGOMLD-UHFFFAOYSA-N,Clc1ccccc1CNC1CCC(CC1)NCc1ccccc1Cl.Cl.Cl,-5.807857701,Data3,Cl.Cl.Clc1ccccc1CNC1CCC(NCc2ccccc2Cl)CC1
6666,QEEBRPGZBVVINN-BMPKRDENSA-N,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2c1ccc(=O)oc1)C)C,-5.801144255,Data3,CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O
6667,VEPSYABRBFXYIB-PWXDFCLTSA-M,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N1CCCCC1)C)CC[C@]1([C@H]3C[C@@H]([C@@H]1OC(=O)C)[N+]1(C)CCCCC1)C.[Br-],-5.799895239,Data3,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1.[Br-]
6668,ZGVSETXHNHBTRK-UDJLNJFBSA-N,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@H]3N4C[C@H](CC3)C)C)C2)C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,-5.798990972,Data3,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1
6669,IDWVKNARDDZONS-UHFFFAOYSA-N,CN(CCn1c2ccc(cc2[nH]c2c(c1=O)cccc2)Cl)C,-5.798450309,Data3,CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21
6670,ZIXNZOBDFKSQTC-UHFFFAOYSA-N,O=C1Nc2ccc(cc2C2(N(C1)CCO2)c1ccccc1Cl)Cl,-5.796142506,Data3,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
6671,QGFGZTLOUOJUQB-UHFFFAOYSA-N,ClCCN(c1cc(ccc1C)C(=O)Nc1nccs1)CCCl,-5.796069168,Data3,Cc1ccc(C(=O)Nc2nccs2)cc1N(CCCl)CCCl
6672,FHIKZROVIDCMJA-UHFFFAOYSA-N,CCCC(c1ccccc1)(c1ccccc1)C(=O)OCCN(CC)CC.Cl,-5.790995146,Data3,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl
6673,SLFGIOIONGJGRT-UHFFFAOYSA-N,N#Cc1ccc2c(c1)N(CC(CN(C)C)C)c1c(S2)cccc1,-5.790155227,Data3,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21
6674,IIYKUJVECNNTEY-LREBCSMRSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CN(CCCN1c2ccccc2C(c2c1cccc2)(C)C)C,-5.789963876,Data3,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21.O=C(O)C(O)C(O)C(=O)O
6675,RJUUDPCLWNXKQZ-UHFFFAOYSA-N,O=C(C(c1ccccc1)c1ccccc1)OCCCN1CCCCC1C,-5.783234398,Data3,CC1CCCCN1CCCOC(=O)C(c1ccccc1)c1ccccc1
6676,CFBQYWXPZVQQTN-QPTUXGOLSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccccc1,-5.781894133,Data3,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3
6677,ZNAAXXGCHCCLDM-BTJKTKAUSA-N,OC(=O)/C=C\C(=O)O.CC(CNCC1COC2(O1)c1ccccc1OCc1c2cccc1)C,-5.7811237,Data3,CC(C)CNCC1COC2(O1)c1ccccc1COc1ccccc12.O=C(O)C=CC(=O)O
6678,BRABPYPSZVCCLR-UHFFFAOYSA-N,COc1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1,-5.779793749,Data3,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
6679,AAZHUVOGSCDTKW-UHFFFAOYSA-N,OC(=O)C(=O)[O-].COc1ccc2c(c1)n(CCC[NH+](C)C)c1c2ccc(c1)Cl,-5.779501512,Data3,COc1ccc2c3ccc(Cl)cc3n(CCC[NH+](C)C)c2c1.O=C([O-])C(=O)O
6680,AMORDSNWJXKHMV-UHFFFAOYSA-N,CCN(CCn1c2ccccc2[nH]c(=O)c2c1cccc2)CC,-5.777888841,Data3,CCN(CC)CCN1c2ccccc2NC(=O)c2ccccc21
6681,MKXWZVYEVYAFOZ-UHFFFAOYSA-N,O=C(COc1c(ccc(c1C(=O)OC(C)C)C)C(C)C)OCCN1CCCCC1,-5.776798648,Data3,Cc1ccc(C(C)C)c(OCC(=O)OCCN2CCCCC2)c1C(=O)OC(C)C
6682,LQZPJQKYAOYUJS-UHFFFAOYSA-N,CCN(CCN1c2ccccc2Sc2c1cccc2)CC.Cl,-5.769810675,Data3,CCN(CC)CCN1c2ccccc2Sc2ccccc21.Cl
6683,RCYTWTBFGNSMQC-VHEBQXMUSA-N,CC1=NN(C(=O)C1/N=N/c1ccc(cc1)C(=O)O)c1ccccc1,-5.767141059,Data3,CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccc(C(=O)O)cc1
6684,NQBIIZCLITWWOH-UHFFFAOYSA-N,COc1cc(O)cc2c1N(CCCN(C)C)c1c(S2)ccc(c1)Cl,-5.766279564,Data3,COc1cc(O)cc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2
6685,BRSBHYWFYBOUGG-UHFFFAOYSA-N,CC[NH+](CC(OC(=O)C(c1ccccc1)c1ccccc1)C)CC.[Cl-],-5.759949938,Data3,CC[NH+](CC)CC(C)OC(=O)C(c1ccccc1)c1ccccc1.[Cl-]
6686,JUSNIEPCJNWQRR-UHFFFAOYSA-N,C1CCCCN(C1)CC1CCC(CC1)CN1CCCCCC1.Cl.Cl,-5.752436627,Data3,C1CCCN(CC2CCC(CN3CCCCCC3)CC2)CC1.Cl.Cl
6687,NRSAHUUHMMVYTD-UHFFFAOYSA-N,CC[NH+](CCOC(=O)n1c2ccccc2c2c1cccc2)CC.[Cl-],-5.751272856,Data3,CC[NH+](CC)CCOC(=O)n1c2ccccc2c2ccccc21.[Cl-]
6688,SNTQPLDRUZOSDP-UHFFFAOYSA-N,CCCC(c1ccccc1)(c1ccccc1)C(=O)OCCN(CC)CC,-5.748367442,Data3,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1
6689,FDOGNTWNJXHXNZ-MZIRSVLISA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCC(C)C,-5.74760462,Data3,COc1ccc2c(c1)C13CCCCC1C(C2)N(CCC(C)C)CC3.O=C(O)C(O)C(O)C(=O)O
6690,WGUWGLFTDRGBSR-UHFFFAOYSA-N,CCC(C(C(C[NH+](C)C)C)(c1ccccc1)c1ccccc1)OC(=O)CC.[Cl-],-5.745435069,Data3,CCC(=O)OC(CC)C(c1ccccc1)(c1ccccc1)C(C)C[NH+](C)C.[Cl-]
6691,MARGMYHNEQURTE-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C)OC(=O)CC.[Cl-],-5.745435069,Data3,CCC(=O)OC(CC)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-]
6692,OIRAEJWYWSAQNG-LBPRGKRZSA-N,OC(=O)[C@H]1CCc2c1cc(Cl)c(c2)C1CCCCC1,-5.742824846,Data3,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21
6693,ODLGFPIWRAEFAN-PFEQFJNWSA-N,COc1ccc2c(c1)N(C[C@@H](CN(C)C)C)c1c(S2)cccc1.Cl,-5.739390314,Data3,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2.Cl
6694,VBKNNJQOMLOXQL-UHFFFAOYSA-N,C[NH+](CCCC1c2ccccc2C=Cc2c1cccc2)C.[Cl-],-5.739352381,Data3,C[NH+](C)CCCC1c2ccccc2C=Cc2ccccc21.[Cl-]
6695,REYUZOLYIOQRIG-UHFFFAOYSA-N,CCCCCCCCCCOc1c(OC)cc(cc1OC)C(=O)N,-5.736671984,Data3,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC
6696,XMBJPJHCAJZCLU-UHFFFAOYSA-N,[O-]S(=O)(=O)C.OCc1ccc2c3c1sc1cc(Cl)ccc1c3nn2CC[NH+](CC)CC,-5.73596693,Data3,CC[NH+](CC)CCn1nc2c3c(c(CO)ccc31)Sc1cc(Cl)ccc1-2.CS(=O)(=O)[O-]
6697,RZQROJIKNQDWGX-LVEZLNDCSA-N,OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O.CNC(=O)CN1CCN(CC1)CC1COC2(O1)c1ccccc1C=Cc1c2cccc1,-5.734845823,Data3,CNC(=O)CN1CCN(CC2COC3(O2)c2ccccc2C=Cc2ccccc23)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O
6698,CNGNQNHWZQZZPC-LIXABZRUSA-N,CC(=O)Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccccc1.Cl,-5.733984005,Data3,CC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3.Cl
6699,VDOLRBJLUIFCGO-UHFFFAOYSA-N,C1CCN(C1)CCN1c2ccccc2Sc2c1cccc2.Cl,-5.732015598,Data3,Cl.c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1
6700,ISNMCLQAHBYOKS-UHFFFAOYSA-N,CN1c2ccccc2CN(c2c1cccc2)C,-5.728628823,Data3,CN1Cc2ccccc2N(C)c2ccccc21
6701,ZCDNRPPFBQDQHR-SSYATKPKSA-N,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]1C[C@@H]2CN3CCc4c([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)[nH]c1c4ccc(c1)OC,-5.726688779,Data3,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC
6702,NFCRBQADEGXVDL-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-].O,-5.72523161,Data3,CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-]
6703,SIZQOZWQHVSXMC-UHFFFAOYSA-N,COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1ccc(cc1)F.Cl,-5.724203129,Data3,COC1(c2ccc(F)cc2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1.Cl
6704,VRCHGIBAGWCXID-UHFFFAOYSA-N,COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1ccc(cc1)C.Cl,-5.72393991,Data3,COC1(c2ccc(C)cc2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1.Cl
6705,VNTDJZPKDTVRQN-UHFFFAOYSA-N,COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1cccc(c1)C.Cl,-5.72393991,Data3,COC1(c2cccc(C)c2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1.Cl
6706,YFEPHJVWLFGWKH-CQSZACIVSA-N,COc1cc2c(cc1OC)c1C[C@H]3CCCN3Cc1c1c2c(OC)c(OC)cc1,-5.719691027,Data3,COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3
6707,DULRAWOLASLZFF-UHFFFAOYSA-N,CN(C(CC12CC3CC(C2)CC(C1)C3)C)Cc1ccccc1.Cl,-5.718172787,Data3,CC(CC12CC3CC(CC(C3)C1)C2)N(C)Cc1ccccc1.Cl
6708,OLNLBYCEMYGFIP-UHFFFAOYSA-N,CN(CCCC12CC3CC(C1)CC(C2c1ccccc1)C3)C.Cl,-5.718172787,Data3,CN(C)CCCC12CC3CC(CC(C3)C1c1ccccc1)C2.Cl
6709,IKYIXZSIKOYSLD-UHFFFAOYSA-N,OC(=O)C(c1ccccc1)Cc1cc(I)c(c(c1)I)O,-5.717848796,Data3,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
6710,REXWOFSLUVLBDP-QNGOZBTKSA-N,CCC(=O)N1C2CCC1CN(C2)C/C(=C/c1ccccc1)/c1ccccc1,-5.716173251,Data3,CCC(=O)N1C2CCC1CN(CC(=Cc1ccccc1)c1ccccc1)C2
6711,JJYCENBZIMIWTM-HYFMXHDLSA-N,CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CCC(C)C)O,-5.713079518,Data3,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CCC(C)C)c4)c(=O)oc3c2C)OC1(C)C
6712,YILXLSNWYXRHLU-UHFFFAOYSA-N,Ic1ccc(nc1)SCCCCCCCN1CCSC1.Cl,-5.708873561,Data3,Cl.Ic1ccc(SCCCCCCCN2CCSC2)nc1
6713,OHXVNPLQCLJGEX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC,-5.702978065,Data3,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC
6714,ODMDVXBFLZLMOV-UHFFFAOYSA-N,O=CC(c1ccc2c(c1)ccc1c2cccc1)C,-5.701382665,Data3,CC(C=O)c1ccc2c(ccc3ccccc32)c1
6715,VYVKHNNGDFVQGA-UHFFFAOYSA-N,COc1ccc(cc1)CC(N(CCCCOC(=O)c1ccc(c(c1)OC)OC)CC)C,-5.694401029,Data3,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1
6716,YDUVNCVFHOFCBV-UHFFFAOYSA-N,O=C(N1c2ccccc2CCc2c1cccc2)C[NH2+]C(C)(C)C.[Cl-],-5.693816365,Data3,CC(C)(C)[NH2+]CC(=O)N1c2ccccc2CCc2ccccc21.[Cl-]
6717,APUSEOXZOIWVBF-RZWQWLLSSA-N,COc1ccc(cc1)C(=O)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-5.692892577,Data3,COc1ccc(C(=O)CN2CCC34CCCCC3C2Cc2ccc(O)cc24)cc1.Cl
6718,IABNRFKGIGJEFF-UHFFFAOYSA-N,CCC1(CC)OC(c2c1cccc2)(CCCN(C)C)c1ccccc1.Cl,-5.692017365,Data3,CCC1(CC)OC(CCCN(C)C)(c2ccccc2)c2ccccc21.Cl
6719,MAFMQEKGGFWBAB-UHFFFAOYSA-N,COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(cc1)NCCCC,-5.691658777,Data3,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
6720,DCKXNKRUGUYEPS-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccccc1)CCCl,-5.690990336,Data3,O=C(Oc1ccc(N(CCCl)CCCl)cc1)c1ccccc1
6721,XHSHZRTUPHMFMW-UHFFFAOYSA-N,CN(CCCC1(CC(c2c1cccc2)(C)C)c1ccccc1)C.Cl,-5.690763406,Data3,CN(C)CCCC1(c2ccccc2)CC(C)(C)c2ccccc21.Cl
6722,YVBGGZGCBWNVDX-UHFFFAOYSA-N,CN(CCCC1c2ccccc2C=Cc2c1cccc2)C,-5.685727665,Data3,CN(C)CCCC1c2ccccc2C=Cc2ccccc21
6723,OJTXPGCWXBTARX-UHFFFAOYSA-N,CCN(CCCn1c(=O)c2ccccc2[nH]c2c1cccc2)CC,-5.684367611,Data3,CCN(CC)CCCN1C(=O)c2ccccc2Nc2ccccc21
6724,PQYGSSYFJIJDFK-UHFFFAOYSA-N,CCCCCCCC(=O)CCCCCCC,-5.684359957,Data3,CCCCCCCC(=O)CCCCCCC
6725,CTVUQTJFCOUSCI-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)Cc1ccccc1)c1ccccc1.Cl,-5.680824996,Data3,CCCCN1CCC(OC(=O)Cc2ccccc2)(c2ccccc2)CC1.Cl
6726,FZMYJEWPAHFZNM-UHFFFAOYSA-N,CCN(CCOC(=O)C1c2ccccc2Cc2c1cccc2)CC.Cl,-5.680534681,Data3,CCN(CC)CCOC(=O)C1c2ccccc2Cc2ccccc21.Cl
6727,YDLQKLWVKKFPII-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=S)[nH]c2c1cccc2,-5.679018161,Data3,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
6728,SQSNGPIVSCOKRR-UHFFFAOYSA-N,CNCCCN1c2cc(Cl)ccc2Sc2c1ccc(c2)O,-5.678912453,Data3,CNCCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21
6729,QLPNZYZWDNTQFD-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)CCc1c2cccc1)C,-5.677663758,Data3,CC(C(=O)O)c1ccc2c(c1)CCc1ccccc1-2
