,smiles_canon,Solubility,occurence
7375,CCC(CC)(CC)NC.Cl,-1.518631896,1.0
7376,CCCC(C)(CC)[NH2+]C.[Cl-],-1.518631896,1.0
7377,NCC(c1cccs1)[NH+]1CCCCC1.O=C([O-])C=CC(=O)O,-1.518568508,1.0
7378,COc1ccc(C(=O)C=N[NH+]2CCN(C)CC2)cc1.[Cl-],-1.517251307,1.0
7379,NC1=NCC(CN2CCN(c3ccccn3)CC2)O1,-1.516383688,1.0
7380,O=C1C=CC(=NBr)C=C1,-1.514648395,1.0
7381,CC(O)CNC(C)(C)Cc1ccccc1,-1.514545658,1.0
7382,Nc1cc([As]=O)ccc1OCCO,-1.514201286,1.0
7383,COc1ccc(CC(C)O)cc1OC,-1.513926341,1.0
7384,CN(CCO)Cc1csc(-c2ccc([N+](=O)[O-])s2)n1.Cl,-1.513270639,1.0
7389,CC(C)CCCC(C)[NH3+].[Cl-],-1.510065652,1.0
7391,Cn1c(=O)c2c(ncn2CO)n(C)c1=O.O=[N+]([O-])O,-1.509631918,1.0
7392,CC(Oc1ccccc1)C(=O)O,-1.509605156,1.0
7393,O=[N+]([O-])c1cnc(NC2=NCCN2CCO)s1,-1.509309071,1.0
7394,COc1cccc(CCCNCCSS(=O)(=O)O)c1,-1.508529022,1.0
7397,CNc1nc(NC)nc(NC)n1,-1.504850549,1.0
7398,CNC(=O)c1ccccc1OC,-1.503659252,1.0
7399,N.N.O=C(O)C1(C(=O)O)CCC1.[Pt],-1.503468519,1.0
7400,CC(Cc1ccccc1)NCCCCl.Cl,-1.503248554,1.0
7401,CCN(CC)CCc1nc(-c2ccccc2)no1,-1.501957543,1.0
7402,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1.Cl,-1.501601667,1.0
7403,CCOc1cc(CCN)cc(OC)c1OCC,-1.501598575,1.0
7411,Cl.N=C(N)c1cccc([N+](=O)[O-])c1,-1.497789567,1.0
7412,NC(=O)C=Cc1ccccc1,-1.496667103,1.0
7413,C#CCN1C(=O)Cc2ccccc2S1(=O)=O,-1.495902618,1.0
7414,O=C(O)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-1.495812749,1.0
7418,Cc1cccc(OCC(O)CNC(C)C)c1,-1.49219093,1.0
7419,c1ccc2nc(N3CCNCC3)ccc2c1,-1.490865139,1.0
7420,Cc1ccc(CC(=O)O)cc1,-1.49077215,1.0
7422,CCC(CNCCSS(=O)(=O)O)c1ccccc1,-1.489307679,1.0
7423,O=C(NNCc1ccccc1)C(O)C(O)C(O)CO,-1.488822351,1.0
7424,O=C1C2C3CCC(O3)C2C(=O)N1c1ccc(Cl)cc1,-1.488375613,1.0
7426,Nc1nc2ccccc2o1,-1.487169782,1.0
7427,Cc1c(N(C)C)c(=O)n(C)c(=O)n1C,-1.48536357,1.0
7428,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)[O-].[K+],-1.484869033,1.0
7429,COc1ccc(NCCCN)c2c1CCCN2.Cl,-1.484841869,1.0
7430,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,-1.484048787,1.0
7433,O=C(c1cc(Cl)nc(Cl)c1)N1CCOCC1,-1.482311731,1.0
7434,Cc1n[nH]c(=S)[nH]c1=O,-1.481891825,1.0
7435,O=C(CN1CCOCC1)NCc1ccccc1,-1.481871947,1.0
7438,C=CCn1c(N)cc(=O)n(C)c1=O,-1.479994983,1.0
7441,O=C(O)c1c(F)c(F)c(F)c(F)c1F,-1.479472378,1.0
7442,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,-1.479013036,1.0
7443,Cl.ClCC1CC2CCN1CC2,-1.476933086,1.0
7444,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C.O=C(O)c1ccccc1O,-1.476569119,1.0
7445,CC(=O)Nc1c2sscc-2[nH]c1=O,-1.474931566,1.0
7448,O=C(Nc1ccccc1)N1CC1,-1.470457085,1.0
7454,COc1ccc(C(=O)O)cc1O,-1.469055572,1.0
7456,CC[N+]1(CC)C(C)CCCC1C.[Br-],-1.466871092,1.0
7460,COc1c2c(cc3c1OCO3)CCN(C)C2,-1.466373261,1.0
7463,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl,-1.464976653,1.0
7464,COC(=O)c1ccc([O-])cc1.[Na+],-1.46417491,1.0
7465,NC(=O)OCC(O)COc1ccc(Cl)cc1,-1.463167705,1.0
7468,O=NN(CCF)C(=O)NCCCl,-1.462371602,1.0
7469,NC(=O)c1cccc([N+](=O)[O-])c1,-1.461022553,1.0
7470,Cc1ccccc1OCC(O)COC(N)=O,-1.460558628,1.0
7474,CC1(c2ccccc2)NC(=O)NC1=O,-1.459671144,1.0
7476,CN(C)Cc1c[nH]c2ccccc12,-1.454342905,1.0
7477,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2,-1.453548166,1.0
7478,CC1C(c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,-1.45342971,1.0
7479,Cl.Clc1ccc(OCCN2CCSC2)nc1,-1.452495937,1.0
7480,N#CCc1ccccc1C#N,-1.451212485,1.0
7482,Cc1cnc([N+](=O)[O-])n1C,-1.450649337,1.0
7483,Cc1cn(C)c([N+](=O)[O-])n1,-1.450649337,1.0
7484,CCC(=O)c1ccc(N)cc1.Cl,-1.450471399,1.0
7485,CCCC(OCN1C=CN(C)C1=C[NH+]=O)c1ccccc1.[Cl-],-1.450363135,1.0
7486,COc1cccc(OCC(O)CO)c1,-1.450187765,1.0
7487,COc1ccc(OCC(O)CO)cc1,-1.450187765,1.0
7491,CC(=O)NC(CS)C(N)=O,-1.447241039,1.0
7492,O=c1ccoc2ccccc12,-1.446448383,1.0
7495,NC(Cn1ccc2ccccc21)=NO,-1.443815336,1.0
7497,Cl.O=C1C(N2CCOCC2)CCN1c1ccccc1,-1.442830104,1.0
7499,N#CC1(O)CCN(CCc2ccccc2)CC1,-1.44114863,1.0
7500,CCCCCCC[N+](C)(C)CCOCC[N+](CC)(CC)CCCCCCC.[Br-].[Br-],-1.440938509,1.0
7501,CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],-1.440938509,1.0
7502,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,-1.440527348,1.0
7505,CCCCn1c(=O)[nH]c(=O)c2[nH]cnc21,-1.437196923,1.0
7506,CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O.[Na+],-1.437061349,1.0
7507,NC(=O)C(O)(c1ccccc1)c1ccccc1,-1.436927712,1.0
7508,CC(OCN1C=CN(C)C1=C[NH+]=O)C1CCCCC1.[Cl-],-1.435593199,1.0
7509,CCC(=O)c1ccc(NO)cc1,-1.435516387,1.0
7510,Cn1cnc(=O)c2ccccc21,-1.434482122,1.0
7512,NC(N)=NC(N)=Nc1ccccc1,-1.432979339,1.0
7513,O=NN(CCCl)C(=O)NC1CCC(=O)NC1=O,-1.432113434,1.0
7514,COc1ccc(C=CC(=O)O)cc1O,-1.431489025,1.0
7515,Cc1n[nH]c(=S)n1C,-1.430863129,1.0
7516,CN1C(=O)CC(c2ccccc2)C1=O,-1.43080179,1.0
7518,O=C(c1cc(Cl)nc(Cl)c1)N1CCOC1,-1.429986123,1.0
7519,C[Hg]Cl,-1.429925287,1.0
7520,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,-1.4292638,1.0
7521,Cc1ccc(C(C)O)cc1,-1.428037866,1.0
7522,CCC(CC)(CO)COC(=O)CCC(=O)[O-].[Na+],-1.428008414,1.0
7523,O=C1C(Cl)=CC(=Nc2ccc([O-])cc2)C=C1Cl.[Na+],-1.427481034,1.0
7525,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O.[Na+],-1.42591604,1.0
7526,O=C1NC(=O)C(c2ccccc2)O1,-1.424237386,1.0
7527,CNC(C)(C)C(C)(C)C.Cl,-1.424151023,1.0
7528,CN1C2CCC1CN(CCOC(=O)c1ccc(N)cc1)C2,-1.424040514,1.0
7529,CN1CC2CCC(C1)N2CCOC(=O)c1ccc(N)cc1,-1.424040514,1.0
7531,N#Cc1ccc(OCCCCCNCCSS(=O)(=O)O)nc1,-1.421091284,1.0
7539,CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,-1.42,1.0
7540,Nc1ccc(C(=O)Nn2cncn2)cc1,-1.419754896,1.0
7541,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,-1.418963137,1.0
7542,CN(C)CCC(c1ccccc1)c1ccccn1.Cl,-1.416872788,1.0
7544,COc1ccc(C(=O)C=NN(C)C)cc1,-1.4140163,1.0
7547,COCCCNCC1COc2ccccc2O1.Cl,-1.412059352,1.0
7548,CC(=O)Cc1ccccc1,-1.410593557,1.0
7549,CCN(CC)CCSC(=N)N.Cl.Cl,-1.410291979,1.0
7554,CC(=O)NCCc1ccccc1,-1.408497606,1.0
7555,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46.O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46.O=S(=O)(O)O,-1.407623129,1.0
7556,CC(C)NCC(O)c1ccccc1Cl.Cl.O,-1.403117299,1.0
7564,CNC(C)(C)CC(=O)c1ccccc1.Cl,-1.398382649,1.0
7565,O=C(O)C=CC(=O)c1ccccc1,-1.398361785,1.0
7566,COc1ccccc1OCC(CO)(CO)CO,-1.397529698,1.0
7568,Clc1cccc(C2NCCS2)c1,-1.391991593,1.0
7571,Nc1nc(-c2ccccc2)no1,-1.390364198,1.0
7575,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(N)CC2,-1.389645696,1.0
7576,CN(C)C(=S)N(C)C,-1.389080728,1.0
7577,CCNc1nc(=O)nc(C)[nH]1,-1.387978964,1.0
7578,CC(=O)Nc1nc(C(F)(F)F)co1,-1.387141576,1.0
7579,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21.Cl,-1.387076098,1.0
7580,c1ccc(-c2nnco2)cc1,-1.386716986,1.0
7581,O=C(Cn1ccnc1[N+](=O)[O-])N(CCO)CCO,-1.383442187,1.0
7582,Br.CCC(C)(CC)N(C)C,-1.383028741,1.0
7583,Cc1cc(=O)n(-c2ccccc2)n1C.Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,-1.382748604,1.0
7584,OCC(O)CSc1ccccc1,-1.381753156,1.0
7590,CCCCNC1=CC(=O)c2ncccc2C1=O,-1.374118863,1.0
7591,CC(C)NCC(O)c1ccccc1Cl.Cl,-1.372917194,1.0
7592,NC(=O)c1cc(Cl)ccc1N,-1.372230252,1.0
7593,CN(C)C(=O)C(=O)c1c[nH]c2ccccc12,-1.370676423,1.0
7594,CNCCc1cc(OC)ccc1OC.Cl,-1.370206575,1.0
7598,CC(O)Cc1ccccc1,-1.367893885,1.0
7602,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],-1.365235392,1.0
7604,Nc1cccc2nccnc12,-1.362452409,1.0
7605,NC(=O)c1ccccc1NCC(O)CO,-1.36132726,1.0
7611,Nc1ncc([N+](=O)[O-])s1,-1.359411975,1.0
7612,Cn1cnc(Cl)c1[N+](=O)[O-],-1.359304314,1.0
7613,CCOc1ccc(OCC[N+](CC)(CC)CC)cc1.[I-],-1.359205426,1.0
7614,CCc1cnc([N+](=O)[O-])n1CCO,-1.359116097,1.0
7616,CC(C)C(Cl)C(=O)NC(N)=O,-1.358325026,1.0
7618,Nc1ncnc2ccccc12,-1.353921167,1.0
7620,COc1cc(C(C)=O)cc(OC)c1O,-1.352186945,1.0
7622,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,-1.346997118,1.0
7623,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,-1.346864275,1.0
7624,NC(=O)NCCc1ccccc1,-1.3467498469999999,1.0
7625,Cc1cccc(C)c1NC(=O)C1CNCCN1.Cl.Cl,-1.346170052,1.0
7626,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,-1.346103344,1.0
7629,CN1CC2CC(C1)c1cccc(=O)n1C2.I,-1.34240307,1.0
7633,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.O=S(=O)(O)O,-1.337965649,1.0
7634,Cc1cccc(C)c1OCC(C)N,-1.337142008,1.0
7635,CNC(C)C(OC(C)=O)c1ccccc1,-1.336994338,1.0
7636,Cl.OCCN(CCO)C12CC3CC(CC(C3)C1)C2,-1.336817294,1.0
7637,COP(=S)(OC)OC,-1.334364752,1.0
7638,CC(=O)NNC(=O)c1ccccn1,-1.331652647,1.0
7640,N#Cc1ccc(N)cc1,-1.331162879,1.0
7641,Cl.OC(CN1CCCCC1)c1ccccc1,-1.330304207,1.0
7644,O=C(NN=Cc1cccc(O)c1)c1ccncc1,-1.329388879,1.0
7645,COc1cc(CC(C)N)cc(OC)c1.Cl,-1.327537022,1.0
7647,Cc1ncc(CO)c(CO)c1O.Cn1c(=O)c2c(ncn2CCOS(=O)(=O)O)n(C)c1=O,-1.326003014,1.0
7650,CNCC(C)c1ccccc1.Cl,-1.324317561,1.0
7651,O=C(O)CNc1ccc([N+](=O)[O-])cc1,-1.324131932,1.0
7652,COc1cc(OC)c(OC)cc1CC(C)N,-1.323354263,1.0
7653,Cc1c(Br)c(=O)n(C)c(=O)n1C,-1.32215408,1.0
7654,COCCN(CCOC)C(=O)c1cc(OC)c(OC)c(OC)c1,-1.32192358,1.0
7655,O=C(NO)c1cc(Cl)nc(Cl)c1,-1.32123436,1.0
7656,O=C1C=CC(c2ccccc2)O1,-1.320925163,1.0
7660,CC(=O)C#Cc1ccccc1,-1.320034845,1.0
7663,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CN3C=C=CC=C3)CSC12,-1.3200001,1.0
7664,CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(O)C(O)C1O,-1.319934824,1.0
7665,Nc1nc2cc(Cl)c(O)cc2o1,-1.31973,1.0
7667,OC1CCc2ccccc21,-1.317448764,1.0
7668,CNc1nc(=O)n(C2CC(O)C(CO)O2)cc1F,-1.316786974,1.0
7669,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,-1.316307888,1.0
7670,Cc1c([N+](=O)[O-])no[n+]1[O-],-1.316243478,1.0
7672,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,-1.315730503,1.0
7675,COc1ccc(CC(C)=O)cc1,-1.314143404,1.0
7676,CNC(C)CC1CCC(O)CC1.O=S(=O)(O)O,-1.313055342,1.0
7677,CCOC(=O)C(O)c1ccccc1,-1.312514892,1.0
7678,CN1C=CN(COCc2cccc3ccccc23)C1=C[NH+]=O.[Cl-],-1.312166349,1.0
7679,O=C1C=CC(=NCl)C=C1,-1.310565087,1.0
7680,CC(O)(CO)COc1ccccc1,-1.310228781,1.0
7682,Cn1c(C(C)(C)O)cnc1[N+](=O)[O-],-1.309371801,1.0
7684,Cc1n[nH]c(=O)[nH]c1=O,-1.306265318,1.0
7685,C[NH+](C)CCOC(=O)COc1ccc(F)cc1.[Cl-],-1.30372807,1.0
7686,COc1nc(C)nc(N)n1,-1.302725284,1.0
7696,COc1ccc(COCC(O)CO)cc1,-1.29745369,1.0
7698,CC(O)Cc1cnc([N+](=O)[O-])n1C,-1.296325267,1.0
7699,CCn1cnc2c(=S)nc[nH]c21,-1.295353895,1.0
7704,NC1=NCC(CN2CCN(c3ncccn3)CC2)O1,-1.293019962,1.0
7705,Cl.Clc1cccc(Cl)c1NC1=NCCN1,-1.292239762,1.0
7706,c1ccc2c(C3CCCN3)c[nH]c2c1,-1.291934418,1.0
7707,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.Cl,-1.290694588,1.0
7712,CC1=CC(=O)C(C)=CC1=O,-1.288299596,1.0
7713,O=C(NO)c1ccc(C(=O)NO)cc1,-1.288293507,1.0
7716,NS(=O)(=O)c1ccc(N2C(=O)CCC2=O)cc1,-1.284704094,1.0
7718,CCCNC(=O)Nc1ncco1,-1.283876642,1.0
7719,COc1ccc2oc(=O)[nH]c2c1,-1.282870141,1.0
7720,CC1CCCC(O)C1,-1.280193644,1.0
7728,NC(=O)c1ccccc1OCC(=O)O,-1.279698097,1.0
7729,CC(O)C(O)COc1ccccc1,-1.279681697,1.0
7730,Nc1ccc(S(=O)(=O)Nc2nc(C(=O)[O-])c(C(=O)O)s2)cc1.[Na+],-1.279360332,1.0
7732,O=C1CC2OCC=C3C[N+]4([O-])CCC56c7ccccc7N1C5C2C3CC64,-1.275073462,1.0
7734,CCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,-1.273201528,1.0
7735,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],-1.272012841,1.0
7736,CCC1(C)OC(=O)N(C)C1=O,-1.271880874,1.0
7740,NC(=O)c1cc(Br)ccc1OCCO,-1.268990626,1.0
7742,NC(=S)C(c1ccccc1)c1cnccn1,-1.266984245,1.0
7744,CNC(=O)OCc1cccc(COC(=O)NC)n1,-1.262740993,1.0
7745,CCOc1ccc(N)cc1,-1.261657225,1.0
7746,O=C(c1ccc2c(c1)OCO2)N1CCOCC1,-1.260919614,1.0
7747,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-1.260205651,1.0
7751,Br.Cc1c2nc3ccccc3c-2ccn1CCCCCC[N+](C)(C)C.[Br-],-1.257882665,1.0
7752,CC[N+](CC)(CC)CCC[n+]1ccc2c([nH]c3ccccc32)c1C.[Br-].[Br-],-1.257882665,1.0
7753,O=Cc1ccc(O)cc1O,-1.257453785,1.0
7754,Nc1ccc2c(c1)CONC2,-1.256491666,1.0
7755,CCCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],-1.256465353,1.0
7756,O=C1CSC(=S)N1c1ccccc1,-1.256271833,1.0
7757,C=Cc1cnc([N+](=O)[O-])n1C,-1.255417189,1.0
7758,Cc1cccc(C)c1NC(=O)C(C)N,-1.252889152,1.0
7760,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Br-],-1.25093753,1.0
7763,O=C1NS(=O)(=O)Cc2ccccc21,-1.249601528,1.0
7764,CCS(=O)(=O)c1ccc(F)cc1,-1.249350674,1.0
7765,CC(=O)c1ccc([N+](=O)[O-])o1,-1.247142454,1.0
7767,COc1ccc2[nH]cc(CCN)c2c1,-1.247099831,1.0
7769,CCNC(=O)Cc1ccccc1,-1.246256197,1.0
7770,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[K+],-1.245506205,1.0
7771,[Na+].[O-]c1c(Cl)c(Cl)nc(Cl)c1Cl,-1.24491834,1.0
7772,CC(C(=O)c1ccccc1)N(C)C,-1.244687703,1.0
7773,NC(=O)NC(=O)Cc1ccccc1,-1.244419698,1.0
7774,Nc1cccc2cccnc12,-1.244235554,1.0
7775,CCC(C)C1NC(=O)C(C(C)=O)=C1[O-].[Na+],-1.243962236,1.0
7777,Cl.Cl.O=C(Nc1ccccc1)C1CNCCN1,-1.240201237,1.0
7782,COc1cccc(OC)c1OC(=O)C(C)N1CCOCC1.Cl,-1.239833852,1.0
7783,C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,-1.239160245,1.0
7784,Cc1ccc(NN)cc1,-1.238779012,1.0
7785,CCCNC(C)(C)COC(=O)c1ccccc1.Cl,-1.238325832,1.0
7790,CNc1nc(Cl)c(SC)c(N2CCNCC2)n1,-1.233286479,1.0
7792,Nc1ccc(CC(=O)O)cc1,-1.232606106,1.0
7793,COc1ccc(CC(=O)O)cc1,-1.231430051,1.0
7795,Cc1ccc2c(c1)C(=O)C(=O)N2,-1.23090728,1.0
7796,Cc1cccc2c1NC(=O)C2=O,-1.23090728,1.0
7797,Cc1cccc2c1C(=O)C(=O)N2,-1.23090728,1.0
7800,OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,-1.23,1.0
7804,Clc1cccc(Cl)c1NC1=NCCN1,-1.229001749,1.0
7806,CC1(c2ccccc2)CNC1,-1.22695549,1.0
7807,CN(C)CCc1c[nH]c2ccccc12,-1.225960263,1.0
7812,O=S(=O)(O)SCCNCCCc1ccccc1,-1.2198259,1.0
7814,CC(=O)N(C)C(C)C(O)c1ccccc1,-1.219632699,1.0
7816,O=[N+]([O-])c1nccn1CC(O)CCl,-1.218897311,1.0
7817,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,-1.218498477,1.0
7819,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)C=CC(=O)O,-1.217202688,1.0
7820,NC(=O)c1ccccc1NCCCO,-1.215707755,1.0
7821,CCOc1ccccc1N1C(=O)C2C3CCC(O3)C2C1=O,-1.215320251,1.0
7823,NC(=O)Nc1ccc(F)cc1,-1.214337001,1.0
7824,CC(C)NCC(O)Cc1ccccc1,-1.214327356,1.0
7826,O=C(O)C1=CC(=C(c2ccc([O-])c(C(=O)[O-])c2)c2ccc([O-])c(C(=O)O)c2)C=CC1=O.[Na+].[Na+].[Na+],-1.211556584,1.0
7827,CCN(CC)CCOC(=O)c1cccnc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-1.210891105,1.0
7833,Cn1cnc2c1c(=O)[n-]c(=O)n2C.[Na+],-1.208761584,1.0
7834,CC(=O)Nc1nc(C)c(C)o1,-1.208448709,1.0
7836,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1Cl,-1.208053704,1.0
7838,C[S+](C)CCC(N)C(=O)O.[Cl-],-1.204844777,1.0
7840,O=c1[nH]c2cc(Cl)c(O)cc2o1,-1.204033396,1.0
7841,O=C1CSc2ncccc2N1,-1.203592454,1.0
7842,C#CC(C)NCc1ccccc1,-1.202899781,1.0
7843,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-],-1.202638889,1.0
7844,CC[N+](C)(C)CCCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-],-1.202638889,1.0
7845,Nc1ccccc1N.[Cl-].[Cl-].[Pt+2],-1.201767572,1.0
7846,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1.Cl,-1.201147115,1.0
7850,O=Nc1ccc(O)c2ncccc12,-1.199553237,1.0
7851,O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O,-1.198808962,1.0
7852,CCN(CC)C(C)C(=O)c1ccccc1.Cl,-1.19869122,1.0
7855,CN1C=CN(COCC2CCCCC2)C1=C[NH+]=O.[Cl-],-1.196621576,1.0
7856,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,-1.196024897,1.0
7857,Cc1ccc(C(N)=O)cc1,-1.195713015,1.0
7858,CC(=O)c1ccccc1OCC(O)CO,-1.195587826,1.0
7859,CC(=O)c1ccc(OCC(O)CO)cc1,-1.195587826,1.0
7860,CCOCC(O)Cn1ccnc1[N+](=O)[O-],-1.194873697,1.0
7861,C#CC(C)(O)c1ccccc1,-1.192665559,1.0
7865,Cc1cc(=O)c(N2CCOCC2)n[nH]1,-1.183318788,1.0
7866,COc1ccccc1NCC(N)=O,-1.182053306,1.0
7868,COC(=O)C(N)Cc1ccc(Cl)cc1,-1.180506144,1.0
7869,O=c1[nH]c2ccccc2o1,-1.178321093,1.0
7870,CN(C)CCOCCCOC(=O)c1ccc(N)cc1,-1.17746476,1.0
7871,S=C([S-])N1CCCCC1.[Na+],-1.176714961,1.0
7872,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,-1.174679801,1.0
7873,C[N+](C)(CCCCCCCCCC[N+](C)(C)Cc1ccccc1)Cc1ccccc1.[Br-].[Br-],-1.174190756,1.0
7874,CN(C)C1CC(S(=O)(=O)O)=C(c2ccccc2)c2ccccc21,-1.173349779,1.0
7875,CC(=O)C1(c2cccc(O)c2)CCN(C)CC1,-1.172035563,1.0
7876,N#CCNc1ccccc1C(N)=O,-1.171261869,1.0
7881,O=C1Cc2ccccc2N1,-1.163965507,1.0
7883,CCCC[NH2+]CC(O)c1ccccc1.[Cl-],-1.162594653,1.0
7885,CN(C)Cn1c(=O)oc2ccc(Cl)cc21,-1.162250286,1.0
7886,CC[Hg]OC(=O)C[S-].[K+],-1.162213565,1.0
7887,COc1ccc(OC)c(CC(C)N)c1.Cl,-1.160843537,1.0
7892,CC1CNC(C(F)(F)F)(C(F)(F)F)N1.O,-1.157764311,1.0
7893,COc1ccccc1OCC(C)(O)CO,-1.156575753,1.0
7894,CC(NN)c1ccccc1,-1.15507783,1.0
7896,CN1CCN(C)C1=Nc1ncc([N+](=O)[O-])s1,-1.153844566,1.0
7897,C[N+]1(Cc2ccccc2)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],-1.152779954,1.0
7898,O.O.O.O=S([O-])c1ccccc1CSSCc1ccccc1S(=O)[O-].[Na+].[Na+],-1.150665447,1.0
7900,c1ccc(Cn2cncn2)cc1,-1.148458634,1.0
7901,CC(O)CNc1ccccc1C(N)=O,-1.147503052,1.0
7902,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],-1.145257792,1.0
7907,CC(C)[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-],-1.141224588,1.0
7908,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-1.140810713,1.0
7909,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,-1.140221799,1.0
7910,CN1C(=O)Cc2ccccc2S1(=O)=O,-1.140074448,1.0
7915,NNc1nnc(NN)c2ccccc12.O=S(=O)(O)O,-1.137598247,1.0
7916,Nc1ccnn1-c1ccccc1,-1.13746325,1.0
7917,Nc1[nH]ncc1-c1ccccc1,-1.13746325,1.0
7919,CC1=NN(CCc2ccncc2)C(=O)CC1,-1.135606638,1.0
7920,O=S(=O)(O)SCCNCCOc1ccc(Br)cn1,-1.133000685,1.0
7921,CCC(CC)C(=O)NC(N)=O,-1.132883299,1.0
7923,CCNC1=NC(=O)C(c2ccccc2)O1,-1.13056562,1.0
7925,CC(=O)OCC(O)COc1ccccc1,-1.129568026,1.0
7926,CC(=CC=CN1CCCCC1)C=[N+]1CCCCC1.[Cl-],-1.129346085,1.0
7927,Nc1cccc2cn[nH]c12,-1.127842578,1.0
7933,N#Cc1cc(C#N)cc(C#N)c1,-1.124402146,1.0
7934,CC(=O)CNc1ccccc1C(N)=O,-1.124226861,1.0
7935,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.O=S(=O)([O-])[O-],-1.123879876,1.0
7936,OCC(O)COc1ccccc1F,-1.123809679,1.0
7939,Nc1cc2oc(=O)[nH]c2cc1Cl,-1.123167465,1.0
7940,CNc1c(C)n(C)n(-c2ccccc2)c1=O,-1.122159914,1.0
7944,O=S(=O)(O)SCCNCCCOc1ncccc1Cl,-1.119843656,1.0
7945,O=S(=O)(O)SCCNCCCOc1ccc(Cl)cn1,-1.119843656,1.0
7947,Cn1cnc2c1c(=O)n(CC(O)CO)c(=O)n2C,-1.11969682,1.0
