,C_ID,Name,InChIKey,SMILES,CAS,LogS
4237,C-4238,,BDDYLBIKOCDHKY-UHFFFAOYSA-N,O1CCN(CC1)[NH2+]CCOC(c1ccccc1)c1ccccc1.[Cl-],,-3.194360007
4238,C-4239,,YTRMTPPVNRALON-UHFFFAOYSA-N,OC(=O)c1cc(nc2c1cccc2)c1ccccc1,,-3.192548289
4239,C-4240,,WFLSCFISQHLEED-UHFFFAOYSA-N,CC(C(c1ccccc1)(C#N)CC(N(C)C)C)C,,-3.192169562
4240,C-4241,,XZUULFZXNSIACY-UHFFFAOYSA-N,CN(CCOCCOC(=O)C1(CCCC1)c1ccccc1)C,,-3.190428403
4241,C-4242,,QBELEDRHMPMKHP-UHFFFAOYSA-N,Clc1ccccc1Br,,-3.1900001
4242,C-4243,,ZBTMRBYMKUEVEU-UHFFFAOYSA-N,Cc1ccc(cc1)Br,,-3.1900001
4243,C-4244,,NQDJXKOVJZTUJA-UHFFFAOYSA-N,Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,,-3.1900001
4244,C-4245,,JZCHJJOTIZFWJJ-UHFFFAOYSA-N,CCCC(C(NC(=O)C)C)CCC,,-3.188719954
4245,C-4246,,NASMVDMHYMZBIM-UHFFFAOYSA-N,FCCCCCCCl,,-3.187310846
4246,C-4247,,OBFGNODOJKVYIR-UHFFFAOYSA-N,C[NH+](C(C=C(c1cccs1)c1cccs1)C)C.[Cl-],,-3.18690565
4247,C-4248,,LNJDCWMEXDPRAY-UHFFFAOYSA-N,OC(=O)C(=O)O.CCCCOc1c(OC)cccc1C(=O)NCCN(C)C,,-3.186876122
4248,C-4249,,WPLQCARIFVAYOT-UHFFFAOYSA-N,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N,,-3.184491659
4249,C-4250,,DHCUQNSUUYMFGX-UHFFFAOYSA-N,CCCCNc1ccc(c(c1)O)C(=O)OCCN(C)C,,-3.182910636
4250,C-4251,,ZCIIPKQTVYFBHV-UHFFFAOYSA-N,SC/C(=N\CC12CC3CC(C2)(CC(C1)(C3)C)C)/N.Cl,,-3.182453366
4251,C-4252,,OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,,-3.1800001
4252,C-4253,,TTWJBBZEZQICBI-UHFFFAOYSA-N,CCN(CCNC(=O)c1cc(Cl)c(cc1OC)N)CC,,-3.1800001
4253,C-4254,,YXIWHUQXZSMYRE-UHFFFAOYSA-N,Sc1nc2c(s1)cccc2,,-3.1800001
4254,C-4255,,ZXIJMRYMVAMXQP-UHFFFAOYSA-N,C1CCC=CCC1,,-3.1800001
4255,C-4256,,QWTDNUCVQCZILF-UHFFFAOYSA-N,CCC(C)C,,-3.1800001
4256,C-4257,,VDUWPHTZYNWKRN-UHFFFAOYSA-N,CCn1nc(C(=O)O)c(=O)c2c1cc1OCOc1c2,,-3.179368007
4257,C-4258,,LFWCBZHUGLQWRZ-UHFFFAOYSA-N,NC(=O)C(c1ccccc1)(CCN1CCOCC1)CCN1CCOCC1,,-3.177880228
4258,C-4259,,KPKQWXGFEKRQQA-UHFFFAOYSA-N,c1ccc(cc1)c1[nH]nc(n1)c1ccccc1,,-3.177591462
4259,C-4260,,QKFJKGMPGYROCL-UHFFFAOYSA-N,S=C=Nc1ccccc1,,-3.177165633
4260,C-4261,,BJBAFESJPDKJEJ-UHFFFAOYSA-N,CCCCNC(=O)OCC(COC(=O)N)(CC)C,,-3.17498166
4261,C-4262,,UUDDUULTKKTFNC-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NCCC)C,,-3.17498166
4262,C-4263,,KLYLIFFVIQXKAZ-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)NCC)C,,-3.17498166
4263,C-4264,,ATJFNCBLTADTPP-UHFFFAOYSA-N,CCCNC(=O)OCC(COC(=O)N)(CC)CC,,-3.17498166
4264,C-4265,,ATHNPVQWHCXXBZ-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)NC)CC,,-3.17498166
4265,C-4266,,XVYHWYZYTJJECW-WLHGVMLRSA-N,O=C(C(c1ccccc1)CN1CCC1)c1ccccc1.OC(=O)/C=C/C(=O)O,,-3.174872402
4266,C-4267,,BZGIPVGCJGXQTA-UHFFFAOYSA-N,CCN(CCSC(=O)N(c1ccccc1)c1ccccc1)CC,,-3.173880957
4267,C-4268,,RSBLYYMNHJDITE-NBYYMMLRSA-N,CC(C(c1ccccc1)O)[NH+](C/C=C/c1ccccc1)C.[Cl-],,-3.173852163
4268,C-4269,,CEZZCJWBLHCTMD-SEYXRHQNSA-N,CCOC(=O)CCn1c(=N)oc2c1cccc2,,-3.173789217
4269,C-4270,,YRTPZXMEBGTPLM-UVTDQMKNSA-N,O=C1O/C(=C\c2ccccc2)/c2c1cccc2,,-3.173641822
4270,C-4271,,QUIQLMJJIBJLJL-UHFFFAOYSA-N,CCCOc1c(OC)cccc1C(=O)OCC[NH+](CC)CC.[Cl-],,-3.173417388
4271,C-4272,,XXUJMEYKYHETBZ-UHFFFAOYSA-N,CCP(=O)(Oc1ccc(cc1)[N+](=O)[O-])OCC,,-3.173082398
4272,C-4273,,WHHIPMZEDGBUCC-UHFFFAOYSA-N,C=CCOC1=NS(=O)(=O)c2c1cccc2,,-3.172692427
4273,C-4274,,PQUUAATYCNQHBX-UHFFFAOYSA-N,CCCC1(CCN(C1)C)c1cccc(c1)OC,,-3.172117458
4274,C-4275,,IZJDOKYDEWTZSO-UHFFFAOYSA-N,S=C=NCCc1ccccc1,,-3.171428607
4275,C-4276,,IGDRIKGAYWASDW-UHFFFAOYSA-N,CN(c1c(C)n(C2CCCCC2)c(=O)n(c1=O)C)C,,-3.170977501
4276,C-4277,,ZWOWADWBRZWDLC-UHFFFAOYSA-N,CN(c1c(=O)n(C2CCCCC2)c(=O)n(c1C)C)C,,-3.170977501
4277,C-4278,,CWWODDIXPTUZOV-ZHACJKMWSA-N,CSc1cccc(c1)/N=N/N(C)C,,-3.170751252
4278,C-4279,,VLIZSQKTSLFMRP-GQCTYLIASA-N,CN1C2CCC1CN(C2)C/C=C/c1ccccc1Cl,,-3.170337047
4279,C-4280,,OUDYRLQMXADRRV-NSCUHMNNSA-N,CN1C2CCC1CN(C2)C/C=C/c1ccc(cc1)Cl,,-3.170337047
4280,C-4281,,GYHFUZHODSMOHU-UHFFFAOYSA-N,CCCCCCCCC=O,,-3.1700001
4281,C-4282,,RSWPVXFVQHCCCI-UHFFFAOYSA-N,O=C1NC(=O)NC(=O)C21CCCCCC2,,-3.1700001
4282,C-4283,,DHFMGRKPVMBKKX-UHFFFAOYSA-N,CCN(CCCOC(=O)C=Cc1ccccc1)CC.Cl,,-3.168606865
4283,C-4284,,UJBYRIKOTLHOAX-UHFFFAOYSA-N,OCCN(CC1CCc2c(N1)cccc2)CCc1ccccc1,,-3.167696632
4284,C-4285,,NPEHUZMVONIBGA-UHFFFAOYSA-N,CCCC(C(CC)CC)(CO)CO,,-3.16766572
4285,C-4286,,HLXIMLMWUHODOU-UHFFFAOYSA-N,CCN(c1c(C)n(c2ccccc2)c(=O)n(c1=O)C)CC,,-3.166174793
4286,C-4287,,BOBIZYYFYLLRAH-UHFFFAOYSA-N,Clc1ccc2c(c1)[nH]c(=S)o2,,-3.164832746
4287,C-4288,,MULDUPLDVOLZSA-UHFFFAOYSA-N,NC(=O)OCCCN(c1ccc(cc1)C)CCCOC(=O)N,,-3.162092979
4288,C-4289,,PMGCQNGBLMMXEW-UHFFFAOYSA-N,CC(CCOC(=O)c1ccccc1O)C,,-3.1600001
4289,C-4290,,ZBUVYROEHQQAKL-UHFFFAOYSA-N,CC(C(=O)c1ccc(cc1)C)CN1CCCCC1.Cl,,-3.159943379
4290,C-4291,,OLBCVFGFOZPWHH-UHFFFAOYSA-N,CC(c1cccc(c1O)C(C)C)C,,-3.158369776
4291,C-4292,,WMHPFELNGHYGPL-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccccc1)COc1ccc(cc1C)C(=O)C,,-3.158170408
4292,C-4293,,HKUYGGWXIWIJIX-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccc(cc1)C)COc1cccc(c1)C(=O)C,,-3.158170408
4293,C-4294,,SNFZSVZRZFZVIV-UHFFFAOYSA-N,CCOC(=O)c1c(C)ccc(c1OCC(CN(C)C)O)C(C)C,,-3.157601824
4294,C-4295,,WKNBBIOMXMDXFA-UHFFFAOYSA-N,COc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,,-3.157006992
4295,C-4296,,LYKVTAYDCDKKNN-UHFFFAOYSA-N,CN1C2CCC1CC(C2)Oc1ccc(cc1)Cl.Cl,,-3.156516017
4296,C-4297,,UACSYZPPUXXDTL-UHFFFAOYSA-N,C=CCOc1ccccc1C(=O)N(CC)CC,,-3.155747611
4297,C-4298,,CUYFBDNSBSBVCF-UHFFFAOYSA-N,CCC(=O)Oc1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O,,-3.155116966
4298,C-4299,,BWLZUZVCVOPRLI-UHFFFAOYSA-N,O=C(C(F)(F)F)N1CC=Cc2c1cccc2,,-3.154984441
4299,C-4300,,SZYOCGSGLNKIQO-UHFFFAOYSA-N,Nc1nc(cc2c1cccc2)c1ccccn1,,-3.154857379
4300,C-4301,,OZDQCCZKFFTJBX-UHFFFAOYSA-N,O=C1Cc2ccccc2S(=O)(=O)N1Cc1ccccc1,,-3.153034153
4301,C-4302,,UFDPCEODINHIQK-UHFFFAOYSA-N,O=C1CCCc2c(N1CCN1CCCC1)cccc2,,-3.152162276
4302,C-4303,,VVMXABGKHYLKIX-NTEUORMPSA-N,CCCN(CC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-])CCC,,-3.151624938
4303,C-4304,,UDCIYVVYDCXLSX-KAMYIIQDSA-N,OCC/C(=C(/N(Cc1cnc(nc1N)C)C=O)\C)/SSCCC,,-3.15135254
4304,C-4305,,UQVHXCHHCSBTMX-UHFFFAOYSA-N,COc1ccc(cc1OC)CCNCc1ccc2c(n1)cccc2.Cl.Cl,,-3.151348989
4305,C-4306,,KIFAGHRXQUQMRU-UHFFFAOYSA-N,O=C(c1ccccc1)CCC[NH+]1CCCCC1C.[Cl-],,-3.151124914
4306,C-4307,,MZZBPDKVEFVLFF-UHFFFAOYSA-N,CCNc1nc(nc(n1)Cl)NC(C#N)(C)C,,-3.1500001
4307,C-4308,,GWEHVDNNLFDJLR-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ccccc1,,-3.1500001
4308,C-4309,,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,O=C(c1ccccc1O)Oc1ccccc1,,-3.1500001
4309,C-4310,,RULKYXXCCZZKDZ-UHFFFAOYSA-N,Clc1c(O)cc(c(c1Cl)Cl)Cl,,-3.1500001
4310,C-4311,,BWRPEDIXOHZKFD-UHFFFAOYSA-N,OC(=O)C(Oc1ccccc1)Oc1ccccc1,,-3.149781357
4311,C-4312,,QYQDKDWGWDOFFU-IUODEOHRSA-N,CN(CCn1nnnc1SCC1=C(C(=O)O)N2[C@H](SC1)[C@@H](C2=O)NC(=O)Cc1csc(n1)N)C,,-3.148847434
4312,C-4313,,LZXCEBPGNFLHEQ-UHFFFAOYSA-N,ClCCN(Cc1ccccc1)Cc1ccccc1.Cl,,-3.147971819
4313,C-4314,,XKKTXVIMQNCZHY-UHFFFAOYSA-N,C1CCC(CC1)CN1CCCCC1.Cl,,-3.147688309
4314,C-4315,,NKUIGIUMTOAMIW-UHFFFAOYSA-N,O=Cc1csc(n1)c1ccc(s1)[N+](=O)[O-],,-3.147669112
4315,C-4316,,PQZNQMUIWLNPBP-UHFFFAOYSA-N,CC[NH+](C1=Nc2ccccc2c2c(N1)cccc2)CC.[Cl-],,-3.147306663
4316,C-4317,,GZIZRUUMRJJNQT-UHFFFAOYSA-N,Cc1n(C2CCCCC2)c(=O)n(c(=O)c1N1CCOCC1)C,,-3.147251286
4317,C-4318,,QFHJRGYAPLZITA-UHFFFAOYSA-N,OC(=O)Cc1ccc2c(c1)nc(o2)c1ccccc1,,-3.14349007
4318,C-4319,,WHHJVZWAZFDIMO-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCCOc1nc2ccccc2c(c1)C(F)(F)F,,-3.143412838
4319,C-4320,,ZQNFUXDRYQQYAQ-UHFFFAOYSA-N,NC(C(c1ccccc1)(c1ccccc1)O)c1ccccc1,,-3.143402161
4320,C-4321,,JZGUQAMYFQKVSO-ZHACJKMWSA-N,CN(/N=N/c1ccc(cc1)Cl)C,,-3.143391012
4321,C-4322,,DBNWBEGCONIRGQ-UHFFFAOYSA-N,CC(=O)C(c1ccccc1)c1ccccc1,,-3.143237916
4322,C-4323,,YBZJPJLESWJLTK-UHFFFAOYSA-N,CCC(=O)N1C2CCC1CN(C2)CCc1ccccc1,,-3.142938277
4323,C-4324,,HNYGUIIKHLACQV-UHFFFAOYSA-N,SCCNCCCCOc1ccc(cn1)Br.Cl,,-3.142699691
4324,C-4325,,HMCCXLBXIJMERM-UHFFFAOYSA-N,COCC(=O)Nc1cc(ccc1N/C(=N\C(=O)OC)/NC(=O)OC)Sc1ccccc1,,-3.142214024
4325,C-4326,,WLQUAZIPFVGROS-UHFFFAOYSA-N,Cc1ccc(cc1C)[NH2+]C(=O)c1ccncc1.[Cl-],,-3.140767636
4326,C-4327,,SHRQNPQSYFSSIN-UHFFFAOYSA-N,CCCCOc1ccc(cc1OC)C=CC(=O)NO,,-3.140450738
4327,C-4328,,AJSCNQJAGCMGAK-UHFFFAOYSA-N,CCCOc1ccc(cc1OCC)C=CC(=O)NO,,-3.140450738
4328,C-4329,,DDMYBPQSJMNVFE-UHFFFAOYSA-N,CCCCOc1cc(C=CC(=O)NO)ccc1OC,,-3.140450738
4329,C-4330,,TZMUWWOOCIMOBN-UHFFFAOYSA-N,N/C(=N\CCCc1c[nH]c2c1cccc2)/CSS(=O)(=O)O,,-3.140352866
4330,C-4331,,HJUGFYREWKUQJT-UHFFFAOYSA-N,BrC(Br)(Br)Br,,-3.1400001
4331,C-4332,,AKNNEGZIBPJZJG-MSOLQXFVSA-N,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1N(C)CCc2c1c(OC)c1c(c2)OCO1,,-3.1400001
4332,C-4333,,IWVCMVBTMGNXQD-RKLSJVJESA-N,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@]2([C@H]1[C@@H](O)[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C,,-3.1400001
4333,C-4334,,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,O=C(C1=C(C)OCCS1)Nc1ccccc1,,-3.1400001
4334,C-4335,,ORFOPKXBNMVMKC-DWVKKRMSSA-N,O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-],,-3.139733703
4335,C-4336,,DZJTUNPUCLMFDQ-UHFFFAOYSA-N,NC(=O)OC(COc1ccccc1C)COC(C)C,,-3.139237862
4336,C-4337,,UYLXIECXAARLRA-KHPPLWFESA-N,CCNC(=O)/C(=C(\c1ccccc1)/C)/C,,-3.137843619
4337,C-4338,,PMTSPAGBAFCORP-HBUONDEYSA-N,CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C=O)O[C@H]([C@@H]1O)C,,-3.137253574
4338,C-4339,,WAZZTXCZNNAQDG-UHFFFAOYSA-N,SCCNCCCCCOc1ccc(cn1)Cl.Cl,,-3.137104446
4339,C-4340,,MDKCFLQDBWCQCV-UHFFFAOYSA-N,S=C=NCc1ccccc1,,-3.136374343
4340,C-4341,,DAHSCMLJGRYAKQ-UHFFFAOYSA-N,CC1Oc2ccc(cc2N(C1=O)CC[NH+]1CCCC1)Cl.[Cl-],,-3.136323477
4341,C-4342,,FVYNXBCYHZXKIV-UHFFFAOYSA-N,CCC(c1ccccc1)(COC(=O)N(C)C)CO,,-3.135419596
4342,C-4343,,BOFQCMILEGGFJN-UHFFFAOYSA-N,CCCC(C(C(COC(=O)N)CC)OC(=O)N)C,,-3.134497541
4343,C-4344,,OGBHACNFHJJTQT-UHFFFAOYSA-M,CCCCOC(=O)c1ccc(cc1)[O-].[Na+],,-3.13348269
4344,C-4345,,UBBHIBDVUFKRET-UHFFFAOYSA-N,OC(=O)c1ccccc1Nc1nc2c(o1)cccc2,,-3.133410814
4345,C-4346,,KVAWWXSLBDVXHJ-UHFFFAOYSA-N,O=c1[nH]c2c(o1)cc(c(c2)Cl)Br,,-3.130438675
4346,C-4347,,KOOGJYYOMPUGCW-UHFFFAOYSA-N,CCN(CC(=O)Nc1c(C)cc(cc1C)C)CC.Cl,,-3.130300225
4347,C-4348,,AQAWTFCMNPKTDA-UHFFFAOYSA-N,CCCC(C(=O)Nc1ncccn1)CCC,,-3.130145416
4348,C-4349,,YAMNETATHGQXBZ-UHFFFAOYSA-N,NC(=O)OCC(c1ccccc1)(c1ccccc1)COC(=O)N,,-3.130045109
4349,C-4350,,KGNQDBQYEBMPFZ-UHFFFAOYSA-N,Fc1ccc(cc1)I,,-3.1300001
4350,C-4351,,QUDWYFHPNIMBFC-UHFFFAOYSA-N,C=CCOC(=O)c1ccccc1C(=O)OCC=C,,-3.1300001
4351,C-4352,,RUVINXPYWBROJD-ONEGZZNKSA-N,C/C=C/c1ccc(cc1)OC,,-3.1300001
4352,C-4353,,ARHWPKZXBHOEEE-UHFFFAOYSA-N,C=CCOc1ccc(cc1Cl)CC(=O)O	,,-3.13
4353,C-4354,,CZGYJVKTYKYBAG-UHFFFAOYSA-N,Cc1ccc(cc1)SCC/N=C(/CSS(=O)(=O)O)\N,,-3.129169766
4354,C-4355,,VZZFPHAKJNPXQY-UHFFFAOYSA-N,CCCC(C1(CC)C(=O)N(C)C(=O)N(C1=O)C)C,,-3.128935787
4355,C-4356,,QBLFYKYECNTDCF-UHFFFAOYSA-N,CN(CCC(c1cccc2c1cccc2)(C(=O)N)C)C,,-3.128772097
4356,C-4357,,XJRXTTURVBVZRR-ZHACJKMWSA-N,Clc1cccc(c1)/N=N/N(C)C,,-3.128514243
4357,C-4358,,HTSWRCPRGNAPPG-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)C)C1CCCCC1.Cl,,-3.127539463
4358,C-4359,,BGBBHUXHUOMKPM-UHFFFAOYSA-N,CN(CCN(c1ccccn1)Cc1ccc(s1)Cl)C.Cl,,-3.127061657
4359,C-4360,,NZXDMTPYTKPXCD-UHFFFAOYSA-N,O=C1CC(CN1c1ccccc1)NCCc1ccccc1,,-3.125513796
4360,C-4361,,QERZBQVBUHVAFS-UHFFFAOYSA-N,CCC(COC(=O)C)(COC(=O)C)CC,,-3.125495302
4361,C-4362,,TUBNIQQVIOAZBQ-UNOMPAQXSA-N,O=C(CN1CCN(CC1)Cc1ccccc1)N/N=C\c1ccc(o1)[N+](=O)[O-],,-3.124234188
4362,C-4363,,UEHLXXJAWYWUGI-UHFFFAOYSA-M,[O-][N+](=O)c1ccc(c2c1[Hg]O2)C,,-3.12409127
4363,C-4364,,NIQMFMMHMRRKLU-UHFFFAOYSA-N,CN1CCC(C1)OC(=O)Nc1c(C)cccc1Cl,,-3.123982559
4364,C-4365,,ODNZLRLWXRXPOH-UHFFFAOYSA-N,Nc1cnn(c(=O)c1Br)c1ccccc1,,-3.1199999
4365,C-4366,,MLRVZFYXUZQSRU-UHFFFAOYSA-N,CCCCCCCl,,-3.1199999
4366,C-4367,,DDMOUSALMHHKOS-UHFFFAOYSA-N,FC(C(Cl)(F)F)(Cl)F,,-3.1199999
4367,C-4368,,OFVLGDICTFRJMM-NWKLCKOQSA-N,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C,,-3.1199999
4368,C-4369,,IMFACGCPASFAPR-UHFFFAOYSA-N,CCCCN(CCCC)CCCC,,-3.1199999
4369,C-4370,,RWCCWEUUXYIKHB-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1,,-3.1199999
4370,C-4371,,UCMKQLSOWSNOED-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)OCCCOc1ccc(cc1)C(=N)N.Cl.Cl,,-3.115964594
4371,C-4372,,MZWKCFGWAWRHDY-UHFFFAOYSA-N,CCN(CCSC(=O)C(c1ccccc1)c1ccccc1)CC.Cl,,-3.115430361
4372,C-4373,,WBBHOISPYYYBTC-IDJJGHEZSA-N,OS(=O)(=O)O.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2c1cccc2)O.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2c1cccc2)O,,-3.115062656
4373,C-4374,,WBBHOISPYYYBTC-SJFRDBBCSA-N,OS(=O)(=O)O.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cccc2)O.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cccc2)O,,-3.115062656
4374,C-4375,,CXKCZFDUOYMOOP-UHFFFAOYSA-N,OC(=O)c1cc(Cl)cc(c1)Cl,,-3.113731949
4375,C-4376,,GOEMGAFJFRBGGG-UHFFFAOYSA-N,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)C)O,,-3.113597546
4376,C-4377,,WIAALPGBRQCFDY-UHFFFAOYSA-N,N/C(=N\CCSC1CCCCC1)/CSS(=O)(=O)O,,-3.112778776
4377,C-4378,,SIUIZWIFPPQMHB-UHFFFAOYSA-N,CCC(COC(=O)N)(COC(=O)NC(C)C)CC,,-3.112334851
4378,C-4379,,DRAZTHQSSHSOGK-UHFFFAOYSA-N,CCCNC(=O)OCC(C(C)C)(COC(=O)N)C,,-3.112334851
4379,C-4380,,CHLMFHKZCVSJIJ-VAWYXSNFSA-N,CCN(CCCOC(=O)/C=C/c1ccccc1)CC,,-3.111896044
4380,C-4381,,MDXNMVCZLPPTQC-RMKNXTFCSA-N,CCC(=O)NN1C2CCC1CN(C2)C/C=C/c1ccccc1,,-3.11078992
4381,C-4382,,OETBURNRZVFMMY-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)C(=O)N(C(C)C)C(C)C,,-3.110544134
4382,C-4383,,ZQPXSRTZFYHSFB-UHFFFAOYSA-N,CCC(=O)c1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O,,-3.11004434
4383,C-4384,,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,CCc1ccc(cc1)C,,-3.1099999
4384,C-4385,,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,,-3.1099999
4385,C-4386,,SKVLYVHULOWXTD-UHFFFAOYSA-N,O=C(Nc1ccc(cc1)S(=O)(=O)Nc1nccs1)CCC(=O)O,,-3.109944949
4386,C-4387,,NUNCOHUMTCDISK-AWEZNQCLSA-N,COc1c2c(CC[C@@H](c3c2ccc(c(=O)c3)SC)N)cc(c1OC)OC,,-3.109854247
4387,C-4388,,PMMVFTJVAUABLF-UHFFFAOYSA-N,OC(CN1CCCCC1)COc1cccc2c1cccc2.Cl,,-3.109706758
4388,C-4389,,VCZXDPUECVELRF-UHFFFAOYSA-N,CCC(c1ccccc1Cl)OC(=O)N,,-3.109617169
4389,C-4390,,QFKMMXYLAPZKIB-UHFFFAOYSA-N,CCCCCCCCCCCN,,-3.108672516
4390,C-4391,,OVHFHUINIGGZIU-UHFFFAOYSA-M,CCC1(CCc2ccccc2)C(=O)[N-]C(=O)NC1=O.[Na+],,-3.10824972
4391,C-4392,,QENJZWZWAWWESF-UHFFFAOYSA-N,Cc1cc(C(=O)O)c(cc1C)C,,-3.108173736
4392,C-4393,,BLGXFZZNTVWLAY-SCYLSFHTSA-N,COC(=O)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1,,-3.107859857
4393,C-4394,,WFECYQKJNWJCBA-UHFFFAOYSA-N,O=C(Nc1ccccc1)CN1CCCCC1,,-3.107584145
4394,C-4395,,RIMDDIPKIZTBHU-KPDHXFAYSA-N,COC/C=C/1\CN2[C@@H]3[C@@H]4[C@@H]1CC2C1(C3)C(=Nc2c1c(OC)c(OC)cc2OC)OC4,,-3.107553331
4395,C-4396,,FDAYLTPAFBGXAB-UHFFFAOYSA-N,ClCCN(CCCl)CCCl,,-3.106613678
4396,C-4397,,ODPSQUCKFGXZLL-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)N(C)C)C,,-3.105900741
4397,C-4398,,OYZJQXIQTJRRCG-UHFFFAOYSA-N,Nc1ccc2c(c1)cc1c(n2)ccc(c1)N,,-3.10582577
4398,C-4399,,CSUHFMCPKPKGOF-UHFFFAOYSA-N,Nc1ccc2c(c1)nc1c(c2)c(N)ccc1,,-3.10582577
4399,C-4400,,YLRXBQGINRDTNY-UHFFFAOYSA-N,Nc1ccc2c(c1)nc1c(c2)cccc1N,,-3.10582577
4400,C-4401,,AOMUHOFOVNGZAN-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(CCO)CCO,,-3.104444809
4401,C-4402,,KQPCUJSGFVRMQT-UHFFFAOYSA-N,NC(=O)C(c1cccc2c1cccc2)(CCN1CCOCC1)C,,-3.103793976
4402,C-4403,,HVILUKPDZDFAAL-UHFFFAOYSA-N,OCC(COc1cc(C)c(c(c1)C)Cl)O,,-3.102953616
4403,C-4404,,LEVWYRKDKASIDU-IMJSIDKUSA-N,N[C@H](C(=O)O)CSSC[C@@H](C(=O)O)N,,-3.101985729
4404,C-4405,,ZPHBZEQOLSRPAK-XLCYBJAPSA-N,CC(C[C@@H](C(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)NP(=O)(O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)C,,-3.101739091
4405,C-4406,,GLQXWWOXSUHWEZ-UHFFFAOYSA-N,OCCN(C(CC12CC3CC(C2)CC(C1)C3)C)C.Cl,,-3.101264593
4406,C-4407,,LZJRNLRASBVRRX-ZDUSSCGKSA-N,COc1cc2c(cc1O)C[C@H]1c3c2c(OC)c(O)cc3CCN1C,,-3.100747456
4407,C-4408,,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,,-3.0999999
4408,C-4409,,VGVRPFIJEJYOFN-UHFFFAOYSA-N,Oc1c(Cl)cc(c(c1Cl)Cl)Cl,,-3.0999999
4409,C-4410,,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1[N+](=O)[O-],,-3.0999999
4410,C-4411,,SDQJTWBNWQABLE-UHFFFAOYSA-N,O=c1[nH]c2ccccc2c(=O)[nH]1,,-3.099321859
4411,C-4412,,VFZDNKRDYPTSTP-UHFFFAOYSA-N,O=C1OC(=O)C2(C(C1CC2)(C)C)C,,-3.099225633
4412,C-4413,,KBOPZPXVLCULAV-UHFFFAOYSA-N,Nc1ccc(c(c1)C(=O)O)O,,-3.099076401
4413,C-4414,,BCJQOGKTJLWKQB-UHFFFAOYSA-N,CSc1ccc(nc1)OCCCCCN1CSCC1.Cl.Cl,,-3.098525631
4414,C-4415,,RBNJBKJYVAQZTJ-UHFFFAOYSA-N,CCOc1ccc(cc1)CC(=O)N1CC2CCC(C1)N2C,,-3.098253852
