,C_ID,Name,InChIKey,SMILES,CAS,LogS
409,A-410,,LSPHULWDVZXLIL-UHFFFAOYSA-N,O=C(O)C1(C)C(C)(C)C(C(=O)O)CC1,,-1.42
410,A-411,,LSXKDWGTSHCFPP-UHFFFAOYSA-N,BrCCCCCCC,,-4.43
411,A-412,,LTEQMZWBSYACLV-UHFFFAOYSA-N,C(CCC)CCc1ccccc1,,-5.21
412,A-413,,LUALIOATIOESLM-UHFFFAOYSA-N,OC1CCN(CCCN2c3c(Sc4c2cccc4)ccc(C#N)c3)CC1,,-3.98
413,A-414,,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,,-4.34008
414,A-415,,LVHBHZANLOWSRM-UHFFFAOYSA-N,O=C(O)C(=C)CC(=O)O,,-0.224117
415,A-416,,LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1(C(=C(Cl)C(=C1Cl)Cl)Cl)C1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,,-7.279998
416,A-417,,LWULXYSYLOIDQY-UHFFFAOYSA-N,O=[N+]([O-])c1c(OC(=O)C)c(C(C)(C)C)cc([N+](=O)[O-])c1C,,-4.47
417,A-418,,LXMSZDCAJNLERA-ZHYRCANASA-N,S(C(=O)C)[C@H]1[C@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC[C@@H]2[C@]2(C)C(=CC(=O)CC2)C1,,-1.77
418,A-419,,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,,0.08
419,A-420,,LYGJENNIWJXYER-UHFFFAOYSA-N,O=[N+]([O-])C,,0.26
420,A-421,,MAEIEVLCKWDQJH-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(C(=O)O)c1,,-4.118
421,A-422,,MAZCFXDIYXGRAD-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,,-1.65
422,A-423,,MBAIEZXRGAOPKH-UHFFFAOYSA-N,c12c3c4ccc1CCCc2ccc3CCC4,,-5.96
423,A-424,,MBDMKWJEKDHRRP-UHFFFAOYSA-N,Clc1nc(N(NS(=O)(=O)c2c(C(=O)OCC)cccc2)C=O)nc(OC)c1,,-4.58
424,A-425,,MBDUIEKYVPVZJH-UHFFFAOYSA-N,S(=O)(=O)(CC)CC,,0.04
425,A-426,,MBRLOUHOWLUMFF-UHFFFAOYSA-N,O(C)c1c(CC=C(C)C)c2oc(=O)ccc2cc1,,-4.31
426,A-427,,MCOQHIWZJUDQIC-UHFFFAOYSA-N,ClCC#CCOC(=O)Nc1cc(Cl)ccc1,,-4.37
427,A-428,,MCSAJNNLRCFZED-UHFFFAOYSA-N,O=[N+]([O-])CC,,-0.22
428,A-429,,MCWXGJITAZMZEV-UHFFFAOYSA-N,S=P(SCC(=O)NC)(OC)OC,,-0.74
429,A-430,,METKIMKYRPQLGS-UHFFFAOYSA-N,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,,0.04
430,A-431,,MFOUDYKPLGXPGO-UHFFFAOYSA-N,ClCC(=O)N(C(C)C)c1ccccc1,,-2.48
431,A-432,,MGWAVDBGNNKXQV-UHFFFAOYSA-N,O=C(OCC(C)C)c1c(C(=O)OCC(C)C)cccc1,,-4.68418
432,A-433,,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,O=C(O)c1c(=O)c2c(n(CC)c1)nc(C)cc2,,-3.55212
433,A-434,,MLKXDPUZXIRXEP-RQZCQDPDSA-N,S(=O)(C)c1ccc(/C=C/2\C(=C(CC(=O)O)c3c2ccc(F)c3)C)cc1,,-2.3777
434,A-435,,MLUCVPSAIODCQM-UHFFFAOYSA-N,O=CC=CC,,0.32
435,A-436,,MOCKWYUCPREFCZ-UHFFFAOYSA-N,O=C(NN)Nc1ccccc1,,-2.33
436,A-437,,MORLYCDUFHDZKO-UHFFFAOYSA-N,P(=O)(O)(CCC(=O)O)c1ccccc1,,-3.078
437,A-438,,MOYKHGMNXAOIAT-UHFFFAOYSA-N,O=[N+](OC1C2OCC(O[N+](=O)[O-])C2OC1)[O-],,-2.63
438,A-439,,MPHPHYZQRGLTBO-UHFFFAOYSA-N,O=C1C(CCC)C(=O)n2n1c(N(C)C)nc1c2cc(C)cc1,,-3.54
439,A-440,,MQIUGAXCHLFZKX-UHFFFAOYSA-N,O=C(OCCCCCCCC)c1c(C(=O)OCCCCCCCC)cccc1,,-5.11
440,A-441,,MQJKPEGWNLWLTK-UHFFFAOYSA-N,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,,-2.92725
441,A-442,,MSMHOCZOEWMZOH-UHFFFAOYSA-N,O=C(NC(CO)(CO)CO)COC(=O)c1ccccc1,,-1.268
442,A-443,,MSXVEPNJUHWQHW-UHFFFAOYSA-N,OC(CC)(C)C,,0.08
443,A-444,,MTBZIGHNGSTDJV-UHFFFAOYSA-N,S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,,-3.35
444,A-445,,MTCPZNVSDFCBBE-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2Cl)c(Cl)cc(Cl)c1,,-7.32
445,A-446,,MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(=O)O,,0.38
446,A-447,,MUKSMBAVCDPKRC-UHFFFAOYSA-N,O=C1N(C)c2c(Oc3ncc(N)cc13)cc(C)cc2,,-3.04
447,A-448,,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,,-2.39474
448,A-449,,MVQVNTPHUGQQHK-UHFFFAOYSA-N,OCc1cnccc1,,0.96
449,A-450,,MWBPRDONLNQCFV-UHFFFAOYSA-N,ClC(=C(Cl)CSC(=O)N(C(C)C)C(C)C)Cl,,-4.88
450,A-451,,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,,-3.63
451,A-452,,MWOOGOJBHIARFG-UHFFFAOYSA-N,O=Cc1cc(OC)c(O)cc1,,-1.15489
452,A-453,,MWPLVEDNUUSJAV-UHFFFAOYSA-N,c12c(cc3c(c1)cccc3)cccc2,,-6.436607
453,A-454,,MWWATHDPGQKSAR-UHFFFAOYSA-N,C(#C)C,,-0.41
454,A-455,,MXBNEEHQIDLPLQ-UHFFFAOYSA-N,O=C1N2C(C(=O)Nc3c1cccc3)CCC2,,-3.745
455,A-456,,MXXWOMGUGJBKIW-UHFFFAOYSA-N,O=C(C=CC=Cc1cc2OCOc2cc1)N1CCCCC1,,-3.46
456,A-457,,MZZBPDKVEFVLFF-UHFFFAOYSA-N,Clc1nc(NC(C#N)(C)C)nc(NCC)n1,,-3.15
457,A-458,,NAEAAGULDNVNCW-UHFFFAOYSA-N,O=C(OCC)N1CCN(C(=O)OCC)CC1,,-0.729
458,A-459,,NBBJYMSMWIIQGU-UHFFFAOYSA-N,O=CCC,,0.58
459,A-460,,NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1cc2Oc3c(Oc2cc1)cc(Cl)cc3,,-7.830002
460,A-461,,NBQCNZYJJMBDKY-UHFFFAOYSA-N,Clc1c(=O)n(C(C)(C)C)c(=O)[nH]c1C,,-2.48
461,A-462,,NCYHCGGUQGDEQW-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(OC)c(OC)c1Cl,,-5.2395
462,A-463,,NDAUXUAQIAJITI-UHFFFAOYSA-N,OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,,-1.16115
463,A-464,,NDDAHWYSQHTHNT-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,,-3.63977
464,A-465,,NFACJZMKEDPNKN-UHFFFAOYSA-N,ClC(Cl)(Cl)C(P(=O)(OC)OC)O,,-0.338
465,A-466,,NFBOHOGPQUYFRF-UHFFFAOYSA-N,O1c2c(Oc3c1cccc3)cccc2,,-5.324741
466,A-467,,NGFMICBWJRZIBI-UHFFFAOYSA-N,O(c1c(CO)cccc1)C1C(O)C(O)C(O)C(CO)O1,,-0.85
467,A-468,,NHOWDZOIZKMVAI-UHFFFAOYSA-N,Clc1c(C(O)(c2cncnc2)c2ccc(Cl)cc2)cccc1,,-4.38
468,A-469,,NHPPIJMARIVBGU-UHFFFAOYSA-N,Ic1c2c(ccc1)cccc2,,-4.55
469,A-470,,NHTGQOXRZFUGJX-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,,-5.43
470,A-471,,NHTMVDHEPJAVLT-UHFFFAOYSA-N,C(CC(C)C)(C)(C)C,,-4.74
471,A-472,,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,c12c3c(cccc3)Cc1cccc2,,-4.967883
472,A-473,,NIPDVSLAMPAWTP-UHFFFAOYSA-N,O=[N+]([O-])c1cc(N)c(OC)cc1,,-3.165
473,A-474,,NKDDWNXOKDWJAK-UHFFFAOYSA-N,O(COC)C,,0.48
474,A-475,,NKPDCGFEJUINIK-UHFFFAOYSA-N,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(O)cc2)c1,,-2.403
475,A-476,,NMWSKOLWZZWHPL-UHFFFAOYSA-N,Clc1cc(c2ccccc2)ccc1,,-4.88
476,A-477,,NOOBQTYVTDBXTL-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2c(n1)ccc(O)c2,,-2.503
477,A-478,,NOQGZXFMHARMLW-UHFFFAOYSA-N,O=C(O)CCC(=O)NN(C)C,,-0.2
478,A-479,,NPPQSCRMBWNHMW-UHFFFAOYSA-N,O=C(OCC(COC(=O)N)(CCC)C)N,,-1.73737
479,A-480,,NPUKDXXFDDZOKR-UHFFFAOYSA-N,O=C(OCC)c1n(C(C)c2ccccc2)cnc1,,-4.74
480,A-481,,NQDJXKOVJZTUJA-UHFFFAOYSA-N,O=c1[nH]c2c(C)ccnc2n(C2CC2)c2ncccc12,,-3.19
481,A-482,,NQRLPDFELNCFHW-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(NC(=O)C)cc1,,-2.69
482,A-483,,NQRYJNQNLNOLGT-UHFFFAOYSA-N,N1CCCCC1,,1.07
483,A-484,,NRGGMCIBEHEAIL-UHFFFAOYSA-N,C(C)c1ncccc1,,0.51
484,A-485,,NRXQIUSYPAHGNM-UHFFFAOYSA-N,Ic1c(O)c(I)cc(C#N)c1,,-3.61
485,A-486,,NSMWYRLQHIXVAP-UHFFFAOYSA-N,CC1NCC(C)NC1,,0.49
486,A-487,,NTBYINQTYWZXLH-UHFFFAOYSA-N,Clc1c(Cl)ccc([N+](=O)[O-])c1,,-3.2
487,A-488,,NURQLCJSMXZBPC-UHFFFAOYSA-N,Cc1c(C)ccnc1,,0.36
488,A-489,,NVKAWKQGWWIWPM-UHFFFAOYSA-N,O=C1CC2C(C)(C3C(C4C(C)(C(O)CC4)CC3)CC2)CC1,,-4.74
489,A-490,,NXBNYUSXDBHELA-UHFFFAOYSA-N,O=C(C=Cc1ccc(OC)cc1)c1c(O)cccc1,,-5.699
490,A-491,,NXFQHRVNIOXGAQ-YCRREMRBSA-N,O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(=O)C2)cc1,,-3.357
491,A-492,,NXQDBZGWYSEGFL-UHFFFAOYSA-N,Clc1ccc(N(C(=O)CSP(=S)(OC)OC)C(C)C)cc1,,-4.43
492,A-493,,NYHAZDHVIPVSDM-UHFFFAOYSA-N,ON=C1C(=NO)CCC(C(C)C)C1,,-2.39
493,A-494,,NYQDCVLCJXRDSK-UHFFFAOYSA-N,Brc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,,-6.09
494,A-495,,NZDAAPUTURAWII-UHFFFAOYSA-N,O=C(NC(=O)C)COC(=O)c1ccccc1,,-2.401
495,A-496,,NZNPHIKNHGRVLZ-UHFFFAOYSA-N,O=C(NC(C)(C)C)COC(=O)c1ccccc1,,-2.866
496,A-497,,OBKHYUIZSOIEPG-UHFFFAOYSA-N,CC1(C)CC(C)CC1,,-4.48
497,A-498,,OBMLHUPNRURLOK-UHFFFAOYSA-N,OC1C2(C)C(C3C(C4(C)C(CC5SC5C4)CC3)CC2)CC1,,-5.41
498,A-499,,ODCWYMIRDDJXKW-UHFFFAOYSA-N,Clc1nc(NCC)nc(NCC)n1,,-4.55
499,A-500,,OFDYMSKSGFSLLM-UHFFFAOYSA-N,FC(F)(F)c1c(N)c([N+](=O)[O-])c(N(CC)CC)c([N+](=O)[O-])c1,,-5.47
500,A-501,,OGBQILNBLMPPDP-UHFFFAOYSA-N,Clc1c(Cl)c2oc3c(c2cc1Cl)cc(Cl)c(Cl)c3,,-9.159894
501,A-502,,OGDVEMNWJVYAJL-UHFFFAOYSA-N,O(CC)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,,-0.82
502,A-503,,OGHNVEJMJSYVRP-UHFFFAOYSA-N,O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,,-4.2557
503,A-504,,OGJPXUAPXNRGGI-UHFFFAOYSA-N,Fc1c(N2CCNCC2)cc2n(CC)cc(C(=O)O)c(=O)c2c1,,-2.81581
504,A-505,,OISVCGZHLKNMSJ-UHFFFAOYSA-N,Cc1nc(C)ccc1,,0.45
505,A-506,,OJPDDQSCZGTACX-UHFFFAOYSA-N,OCCN(CCO)c1ccccc1,,-0.73
506,A-507,,OJXOXNIZNJIMLU-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(C(=O)c2ccc(O)cc2)c1,,-2.861
507,A-508,,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,,1.57
508,A-509,,OKQHSIGMOWQUIK-UHFFFAOYSA-N,O(CCO)Cn1c2nc(N)ncc2nc1,,-1.078
509,A-510,,OKXVARYIKDXAEO-UHFFFAOYSA-N,OC(C(C)(C)C)(C)C,,-0.72
510,A-511,,ONKUXPIBXRRIDU-UHFFFAOYSA-N,O=C(OCC)CCCCCCCCC(=O)OCC,,-3.509
511,A-512,,ONUFESLQCSAYKA-UHFFFAOYSA-N,Clc1cc(Cl)cc(N2C(=O)N(C(=O)NC(C)C)CC2=O)c1,,-4.38
512,A-513,,ONXPZLFXDMAPRO-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,-11.69897
513,A-514,,OPNPQXLQERQBBV-UHFFFAOYSA-N,BrC(C(=O)NC(=O)N)(CC)CC,,-2.68
514,A-515,,OQANPHBRHBJGNZ-BKUYFWCQSA-N,S(=O)(=O)(Nc1ncccc1)c1ccc(N/N=C/2\C=C(C(=O)O)C(=O)C=C2)cc1,,-6.1367
515,A-516,,OQEBBZSWEGYTPG-UHFFFAOYSA-N,O=C(O)CC(N)C,,1.08
516,A-517,,OQZCSNDVOWYALR-UHFFFAOYSA-N,ClCC1C(Cl)C(=O)N(c2cc(C(F)(F)F)ccc2)C1,,-4.05
517,A-518,,ORNBQBCIOKFOEO-UHFFFAOYSA-N,O=C(C)C1C2(C)C(C3C(C4(C)C(=CC3)CC(O)CC4)CC2)CC1,,-4.65
518,A-519,,OSSQSXOTMIGBCF-UHFFFAOYSA-N,C(#C)CCCCCCC,,-4.24
519,A-520,,OTKXWJHPGBRXCR-UHFFFAOYSA-N,Clc1c(OP(=S)(OC)OC)ccc([N+](=O)[O-])c1,,-4.31
520,A-521,,OTLNPYWUJOZPPA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(C(=O)O)cc1,,-2.751
521,A-522,,OTQFXRBLGNEOGH-UHFFFAOYSA-N,Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,,-9.0
522,A-523,,OTVAEFIXJLOWRX-UHFFFAOYSA-N,ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,,-2.15
523,A-524,,OUDSBRTVNLOZBN-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,,-3.68
524,A-525,,OWWVHQUOYSPNNE-UHFFFAOYSA-N,O=C(OCCN(CC)CC)c1ccc(OCC)cc1,,-2.71
525,A-526,,OWZPCEFYPSAJFR-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)c(C(CC)C)cc([N+](=O)[O-])c1,,-3.38
526,A-527,,OXNIZHLAWKMVMX-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,,-2.83
527,A-528,,OXQGTIUCKGYOAA-UHFFFAOYSA-N,O=C(O)C(CC)CC,,-0.81
528,A-529,,OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,,-3.259
529,A-530,,PAMIQIKDUOTOBW-UHFFFAOYSA-N,CN1CCCCC1,,0.23
530,A-531,,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,,-0.41
531,A-532,,PBAYDYUZOSNJGU-UHFFFAOYSA-N,O=C(O)c1oc(C(=O)O)cc(=O)c1,,-1.099
532,A-533,,PBBGSZCBWVPOOL-UHFFFAOYSA-N,Oc1ccc(C(C(CC)c2ccc(O)cc2)CC)cc1,,-4.43
533,A-534,,PBMFSQRYOILNGV-UHFFFAOYSA-N,n1ncccc1,,1.1
534,A-535,,PDQAZBWRQCGBEV-UHFFFAOYSA-N,S=C1NCCN1,,-0.71
535,A-536,,PDRGHUMCVRDZLQ-UHFFFAOYSA-N,O=C1C2(C)C(c3c(c4c(cc(O)cc4)cc3)CC2)CC1,,-5.24
536,A-537,,PEDCQBHIVMGVHV-UHFFFAOYSA-N,OC(CO)CO,,1.12
537,A-538,,PEQHIRFAKIASBK-UHFFFAOYSA-N,C(c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,,-7.8
538,A-539,,PFIADAMVCJPXSF-UHFFFAOYSA-N,Clc1c(OC)cc(Cl)c(OC)c1,,-4.41
539,A-540,,PHEOVVDXTQVHAZ-UHFFFAOYSA-N,O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1)C(C)(C)C,,-4.58
540,A-541,,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,,-0.52
541,A-542,,PJANXHGTPQOBST-VAWYXSNFSA-N,C(=C\c1ccccc1)/c1ccccc1,,-5.790116
542,A-543,,PJGSXYOJTGTZAV-UHFFFAOYSA-N,O=C(C(C)(C)C)C,,-0.72
543,A-544,,PKOFBDHYTMYVGJ-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(NC(=O)C)cc1,,-1.61
544,A-545,,PLAZTCDQAHEYBI-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)cccc1,,-2.31988
545,A-546,,PNVJTZOFSHSLTO-UHFFFAOYSA-N,S=P(OC)(OC)Oc1cc(C)c(SC)cc1,,-4.57
546,A-547,,POAOYUHQDCAZBD-UHFFFAOYSA-N,O(CCO)CCCC,,-0.42
547,A-548,,POULHZVOKOAJMA-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCC,,-4.62
548,A-549,,POZRVZJJTULAOH-UHFFFAOYSA-N,OC1(C#C)C2(C)C(C3C(C4(C)C(=Cc5oncc5C4)CC3)CC2)CC1,,-5.508497
549,A-550,,PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1c2c3c(cc4c5c(ccc4c3CC2)cccc5)cc1,,-7.939529
550,A-551,,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,O=C(CO)[C@@H]1[C@]2(C=O)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,,-3.85
551,A-552,,PRLMFHYBTOQSLN-UHFFFAOYSA-N,S(C)c1nc(N(C)C)nc(N(C)C)n1,,-2.68
552,A-553,,PTFJIKYUEPWBMS-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(=C)C)CC)c([N+](=O)[O-])c1,,-6.12
553,A-554,,PUFQVTATUTYEAL-UHFFFAOYSA-N,O=C(NCCN(CC)CC)c1c2c(nc(OCCCC)c1)cccc2,,-3.79357
554,A-555,,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,O=C(N(C)C)Nc1ccc(C(C)C)cc1,,-3.52058
555,A-556,,PUJDIJCNWFYVJX-UHFFFAOYSA-N,O=C(OCc1ccccc1)N,,-0.35
556,A-557,,PUXBGTOOZJQSKH-UHFFFAOYSA-N,Clc1cc2c([nH]c3c2ccc(C(C(=O)O)C)c3)cc1,,-4.6983
557,A-558,,PWATWSYOIIXYMA-UHFFFAOYSA-N,C(CCc1ccccc1)CC,,-4.64
558,A-559,,PWNAWOCHVWERAR-UHFFFAOYSA-N,Clc1c(CN(CC)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(F)ccc1,,-6.779999
559,A-560,,PXWLVJLKJGVOKE-UHFFFAOYSA-N,O=c1n(n(C)c(C)c1C(C)C)c1ccccc1,,-1.908
560,A-561,,PXWUKZGIHQRDHL-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NCC)n1,,-2.08
561,A-562,,PYGXAGIECVVIOZ-UHFFFAOYSA-N,O=C(OCCCC)CCCCCCCCC(=O)OCCCC,,-3.72126
562,A-563,,QANMHLXAZMSUEX-UHFFFAOYSA-N,N(Cc1occc1)c1ncnc2[nH]cnc12,,-3.946
563,A-564,,QAYICIQNSGETAS-UHFFFAOYSA-N,S=C1N(C)CN(C)CS1,,-2.13
564,A-565,,QBSJMKIUCUGGNG-UHFFFAOYSA-N,O=C(Oc1c(C(C)C)cccc1)NC,,-2.86
565,A-566,,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,ClC1(Cl)[C@]2(Cl)C(=C(Cl)[C@@]1(Cl)[C@@H]1[C@H]2[C@H]2C=C[C@@H]1C2)Cl,,-6.56228
566,A-567,,QCDWFXQBSFUVSP-UHFFFAOYSA-N,O(CCO)c1ccccc1,,-0.70497
567,A-568,,QCKHVNQHBOGZER-UHFFFAOYSA-N,Brc1c(Br)cc(Br)c(Br)c1,,-6.98
568,A-569,,QCRFMSUKWRQZEM-UHFFFAOYSA-N,OC1CCCCCC1,,-0.88
569,A-570,,QFMDFTQOJHFVNR-UHFFFAOYSA-N,ClC(Cl)C(c1ccc(CC)cc1)c1ccc(CC)cc1,,-7.04
570,A-571,,QGBSISYHAICWAH-UHFFFAOYSA-N,N#CN=C(N)N,,-0.31
571,A-572,,QHTQREMOGMZHJV-UHFFFAOYSA-N,Clc1ccc(CSC(=O)N(CC)CC)cc1,,-3.934
572,A-573,,QHXDTLYEHWXDSO-UHFFFAOYSA-N,Clc1nc(N(CC)CC)nc(N(CC)CC)n1,,-4.41
573,A-574,,QIBWCUCLHZVYNL-UHFFFAOYSA-N,O=c1n(C)c2c(n(CC)c3ncccc13)cccc2,,-3.32
574,A-575,,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,,-0.17
575,A-576,,QIQXTHQIDYTFRH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCC,,-5.68
576,A-577,,QKLSCPPJEVXONT-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(C)nc(OC)c1)c1ccc(N)cc1,,-2.54
577,A-578,,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,O=C(O)C(N)C,,0.271842
578,A-579,,QNIUOGIMJWORNZ-UHFFFAOYSA-N,O=C(OCCN(CC)CC)c1ccc(OCCCC)cc1,,-3.84
579,A-580,,QPPBRPIAZZHUNT-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(C)ccn1)c1ccc(N)cc1,,-2.8209
580,A-581,,QQBKLRXLVRDKEB-UHFFFAOYSA-N,O=C1N(CO)C(=O)NC1(c1ccccc1)c1ccccc1,,-4.469
581,A-582,,QQODLKZGRKWIFG-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)c(F)cc1)Cl,,-7.339998
582,A-583,,QRXWMOHMRWLFEY-UHFFFAOYSA-N,O=C(NN)c1ccncc1,,0.01
583,A-584,,QSNYNWOQOIJCFV-UHFFFAOYSA-N,Fc1c(N2CC(NC)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,-5.312
584,A-585,,QTBSBXVTEAMEQO-UHFFFAOYSA-N,O=C(O)C,,1.22
585,A-586,,QTSBFJRVBUIZJC-UHFFFAOYSA-N,Ic1cc(Nc2ncnc3c2cc2OC(COC)COc2c3)ccc1,,-3.523
586,A-587,,QUBSMEXIPLOOMC-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2SCCC(O)c2c1,,-2.594
587,A-588,,QUEKGYQTRJVEQC-UHFFFAOYSA-N,Clc1c(C(=O)O)cc([N+](=O)[O-])cc1,,-1.74811
588,A-589,,QUIKDFWIKDMXIO-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1C(C(=O)N)CCC1,,-1.045
589,A-590,,QUWAJPZDCZDTJS-UHFFFAOYSA-N,S(=O)(=O)(c1c(O)cccc1)c1c(O)cccc1,,-3.319
590,A-591,,QVHJQCGUWFKTSE-YFKPBYRVSA-N,O=C(OC(C)(C)C)N[C@H](C(=O)O)C,,-0.74473
591,A-592,,QWCJHSGMANYXCW-UHFFFAOYSA-N,S(=O)(=O)(Nc1n(c2ccccc2)ncc1)c1ccc(N)cc1,,-2.32
592,A-593,,QWCKQJZIFLGMSD-UHFFFAOYSA-N,O=C(O)C(N)CC,,0.31
593,A-594,,QWUWMCYKGHVNAV-UHFFFAOYSA-N,C(Cc1ccccc1)c1ccccc1,,-4.62
594,A-595,,QWVGKYWNOKOFNN-UHFFFAOYSA-N,Oc1c(C)cccc1,,-0.62
595,A-596,,QXBUYALKJGBACG-UHFFFAOYSA-N,CN1c2c(Sc3c1cccc3)cccc2,,-5.593
596,A-597,,QXJKBPAVAHBARF-UHFFFAOYSA-N,Clc1cc(Cl)cc(N2C(=O)C3(C)C(C)(C2=O)C3)c1,,-4.8
597,A-598,,QXKHYNVANLEOEG-UHFFFAOYSA-N,O(C)c1c2occc2cc2c1oc(=O)cc2,,-3.58438
598,A-599,,QYPNKSZPJQQLRK-UHFFFAOYSA-N,O=C(N(NC(=O)c1ccc(CC)cc1)C(C)(C)C)c1cc(C)cc(C)c1,,-5.628
599,A-600,,RDJGWRFTDZZXSM-UHFFFAOYSA-N,O(Cc1ccccc1)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,,-2.222
600,A-601,,RDLPVSKMFDYCOR-UEKVPHQBSA-N,O=C(N[C@@H]1C(=O)N2C(=C(C)CS[C@H]12)C(=O)O)[C@H](N)C1=CCC=CC1,,-1.232
601,A-602,,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,O=[N+]([O-])c1sc(N2C(=O)NCC2)nc1,,-3.22
602,A-603,,REIUXOLGHVXAEO-UHFFFAOYSA-N,OCCCCCCCCCCCCCCC,,-6.349999
603,A-604,,REKQLYUAUXYJSZ-UHFFFAOYSA-N,O=C(NN)c1ccc(OC)cc1,,-1.151
604,A-605,,RFDAIACWWDREDC-UHFFFAOYSA-N,O=C(O)CNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(O)CC4,,-5.15
605,A-606,,RFMMMVDNIPUKGG-UHFFFAOYSA-N,O=C(O)C(NC(=O)C)CCC(=O)O,,-0.711
606,A-607,,RGCVKNLCSQQDEP-UHFFFAOYSA-N,Clc1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,,-4.24034
